"","country","date_start","index_median","Movement","DateLockDown","total_cases","total_deaths","mandatory.national.lockdown","voluntary.national.lockdown","mandatory.national.curfew"
"1","Afghanistan","2020-01-30",43.2309810901031,NA,"24/03/2020",0,0,FALSE,FALSE,FALSE
"2","Afghanistan","2020-02-12",43.6100588732474,NA,"24/03/2020",0,0,FALSE,FALSE,FALSE
"3","Afghanistan","2020-02-23",44.4897048102912,4.6,"24/03/2020",0,0,FALSE,FALSE,FALSE
"4","Afghanistan","2020-02-27",44.7866295530461,2,"24/03/2020",1,0,FALSE,FALSE,FALSE
"5","Afghanistan","2020-03-01",45.4373648836676,6.8,"24/03/2020",1,0,FALSE,FALSE,FALSE
"6","Afghanistan","2020-03-09",47.2699200275738,-12,"24/03/2020",NA,NA,FALSE,FALSE,FALSE
"7","Afghanistan","2020-03-11",47.7221771870402,1.2,"24/03/2020",7,0,FALSE,FALSE,FALSE
"8","Afghanistan","2020-03-12",47.8959229833183,0.4,"24/03/2020",NA,NA,FALSE,FALSE,FALSE
"9","Afghanistan","2020-03-14",48.3563449717402,4.2,"24/03/2020",NA,NA,FALSE,FALSE,FALSE
"10","Afghanistan","2020-03-18",48.4717585637347,1,"24/03/2020",22,0,FALSE,FALSE,FALSE
"11","Afghanistan","2020-03-19",48.4899893024842,-0.6,"24/03/2020",22,0,FALSE,FALSE,FALSE
"12","Afghanistan","2020-03-20",48.4855544385597,-6.6,"24/03/2020",22,0,FALSE,FALSE,FALSE
"13","Afghanistan","2020-03-22",48.4746537873821,-5,"24/03/2020",24,0,FALSE,FALSE,FALSE
"14","Afghanistan","2020-03-23",48.4861421723303,-4.8,"24/03/2020",34,0,FALSE,FALSE,FALSE
"15","Afghanistan","2020-03-24",48.4813626520384,-7.8,"24/03/2020",40,1,FALSE,FALSE,FALSE
"16","Afghanistan","2020-03-25",48.4810226768664,-11,"24/03/2020",42,1,FALSE,FALSE,FALSE
"17","Afghanistan","2020-03-26",48.5033738313902,-11,"24/03/2020",75,1,FALSE,FALSE,FALSE
"18","Afghanistan","2020-03-28",48.4820693635004,-24.4,"24/03/2020",91,2,FALSE,FALSE,FALSE
"19","Afghanistan","2020-03-29",48.4210496911834,-27.8,"24/03/2020",106,3,FALSE,FALSE,FALSE
"20","Afghanistan","2020-04-01",48.5269961923868,-30.4,"24/03/2020",166,4,FALSE,FALSE,FALSE
"21","Afghanistan","2020-04-11",48.558298651225,-35.6,"24/03/2020",521,15,NA,NA,FALSE
"22","Afghanistan","2020-04-14",48.4228699176633,-37.6,"24/03/2020",665,21,FALSE,FALSE,FALSE
"23","Afghanistan","2020-04-15",48.3204863934828,-35.2,"24/03/2020",714,23,FALSE,FALSE,FALSE
"24","Albania","2020-02-25",46.4374270211415,NA,"08/03/2020",NA,NA,FALSE,FALSE,FALSE
"25","Albania","2020-03-08",47.3733235450331,NA,"08/03/2020",NA,NA,FALSE,FALSE,FALSE
"26","Albania","2020-03-09",48.3325420373798,NA,"08/03/2020",2,0,FALSE,FALSE,FALSE
"27","Albania","2020-03-10",48.5543954945741,NA,"08/03/2020",6,0,FALSE,FALSE,FALSE
"28","Albania","2020-03-13",48.7042883540213,NA,"08/03/2020",23,1,FALSE,FALSE,FALSE
"29","Albania","2020-03-14",48.783358973253,NA,"08/03/2020",33,1,FALSE,FALSE,FALSE
"30","Albania","2020-03-19",48.8890474900116,NA,"08/03/2020",59,2,FALSE,FALSE,TRUE
"31","Albania","2020-03-21",49.149139670816,NA,"08/03/2020",70,2,FALSE,FALSE,TRUE
"32","Albania","2020-03-25",49.495254629475,NA,"08/03/2020",123,5,FALSE,FALSE,FALSE
"33","Albania","2020-03-30",49.9238046490758,NA,"08/03/2020",212,10,FALSE,FALSE,TRUE
"34","Albania","2020-04-01",50.1330461613657,NA,"08/03/2020",243,15,FALSE,FALSE,FALSE
"35","Albania","2020-04-04",50.1703887498661,NA,"08/03/2020",304,17,FALSE,FALSE,TRUE
"36","Albania","2020-04-10",50.1275994121088,NA,"08/03/2020",409,23,FALSE,FALSE,FALSE
"37","Albania","2020-04-16",50.1063831910346,NA,"08/03/2020",494,25,FALSE,FALSE,FALSE
"38","Algeria","2020-03-04",45.3530522866833,NA,"24/03/2020",5,0,FALSE,FALSE,FALSE
"39","Algeria","2020-03-10",45.6479284982272,NA,"24/03/2020",NA,NA,FALSE,FALSE,FALSE
"40","Algeria","2020-03-12",45.7771359464074,NA,"24/03/2020",20,0,FALSE,FALSE,FALSE
"41","Algeria","2020-03-13",45.8649614017528,NA,"24/03/2020",25,1,FALSE,FALSE,FALSE
"42","Algeria","2020-03-18",46.5026665685881,NA,"24/03/2020",60,5,FALSE,FALSE,FALSE
"43","Algeria","2020-03-19",46.6603647260741,NA,"24/03/2020",72,6,FALSE,FALSE,FALSE
"44","Algeria","2020-03-22",47.2271880750344,NA,"24/03/2020",139,15,FALSE,FALSE,FALSE
"45","Algeria","2020-03-23",47.3561123768549,NA,"24/03/2020",201,17,FALSE,FALSE,FALSE
"46","Algeria","2020-03-24",47.4181786140941,NA,"24/03/2020",230,17,FALSE,FALSE,TRUE
"47","Algeria","2020-03-28",47.4111660443305,NA,"24/03/2020",409,26,FALSE,FALSE,FALSE
"48","Algeria","2020-04-02",47.3517173124905,NA,"24/03/2020",847,58,FALSE,FALSE,TRUE
"49","Andorra","2020-03-11",44.6007494297482,NA,"16/03/2020",NA,NA,FALSE,FALSE,FALSE
"50","Andorra","2020-03-17",44.7272498505025,NA,"16/03/2020",14,0,FALSE,FALSE,FALSE
"51","Andorra","2020-03-23",45.0573738454203,NA,"16/03/2020",113,0,FALSE,FALSE,FALSE
"52","Angola","2020-02-05",46.4082173560772,NA,"24/03/2020",NA,NA,TRUE,FALSE,FALSE
"53","Angola","2020-03-03",46.6357804470132,5.4,"24/03/2020",NA,NA,FALSE,FALSE,FALSE
"54","Angola","2020-03-04",46.6651972702006,6,"24/03/2020",NA,NA,FALSE,FALSE,FALSE
"55","Angola","2020-03-12",46.9574956823206,3.4,"24/03/2020",NA,NA,FALSE,FALSE,FALSE
"56","Angola","2020-03-13",47.1500991761723,1.2,"24/03/2020",NA,NA,FALSE,FALSE,FALSE
"57","Angola","2020-03-16",47.4777190738454,-1.6,"24/03/2020",NA,NA,FALSE,FALSE,FALSE
"58","Angola","2020-03-17",47.6380752926726,-4,"24/03/2020",NA,NA,FALSE,FALSE,FALSE
"59","Angola","2020-03-18",47.7496862406208,-2.2,"24/03/2020",NA,NA,TRUE,FALSE,FALSE
"60","Angola","2020-03-19",47.8588829600135,2.4,"24/03/2020",NA,NA,FALSE,FALSE,FALSE
"61","Angola","2020-03-20",47.9634633250763,-3,"24/03/2020",NA,NA,FALSE,FALSE,FALSE
"62","Angola","2020-03-21",48.0924569937324,-2.2,"24/03/2020",NA,NA,FALSE,FALSE,FALSE
"63","Angola","2020-03-22",48.2286049070772,-23.4,"24/03/2020",2,0,FALSE,FALSE,FALSE
"64","Angola","2020-03-24",48.4249395306007,-21,"24/03/2020",2,0,FALSE,FALSE,FALSE
"65","Angola","2020-03-25",48.6058965982342,-21.6,"24/03/2020",2,0,FALSE,FALSE,FALSE
"66","Angola","2020-03-26",48.7827009561893,-9.6,"24/03/2020",2,0,FALSE,FALSE,FALSE
"67","Angola","2020-03-27",49.0162720673275,-40.2,"24/03/2020",3,0,FALSE,FALSE,FALSE
"68","Angola","2020-03-31",49.1615854456178,-49.2,"24/03/2020",7,2,FALSE,FALSE,FALSE
"69","Angola","2020-04-01",49.2940923096674,-49.4,"24/03/2020",7,2,FALSE,FALSE,FALSE
"70","Angola","2020-04-02",49.3384853679829,-47.8,"24/03/2020",8,2,FALSE,FALSE,FALSE
"71","Angola","2020-04-03",49.3612851108749,-50,"24/03/2020",8,2,FALSE,FALSE,FALSE
"72","Angola","2020-04-04",49.3660352001893,-45.4,"24/03/2020",8,2,FALSE,FALSE,FALSE
"73","Angola","2020-04-06",49.4387596261169,-46.6,"24/03/2020",14,2,FALSE,FALSE,FALSE
"74","Angola","2020-04-07",49.4848614063355,-48.4,"24/03/2020",16,2,FALSE,FALSE,FALSE
"75","Angola","2020-04-08",49.5381773918205,-49.2,"24/03/2020",17,2,FALSE,FALSE,FALSE
"76","Angola","2020-04-10",49.5701310775535,-56,"24/03/2020",19,2,FALSE,FALSE,FALSE
"77","Angola","2020-04-11",49.5963451028127,-39.4,"24/03/2020",19,2,FALSE,FALSE,FALSE
"78","Angola","2020-04-12",49.5968299626831,-43,"24/03/2020",19,2,FALSE,FALSE,FALSE
"79","Angola","2020-04-13",49.6166820561156,-49,"24/03/2020",19,2,FALSE,FALSE,FALSE
"80","Angola","2020-04-14",49.5693374440841,-47,"24/03/2020",19,2,FALSE,FALSE,FALSE
"81","Angola","2020-04-15",49.5409347026155,-50.2,"24/03/2020",19,2,FALSE,FALSE,FALSE
"82","Angola","2020-04-16",49.5185393277942,-46.4,"24/03/2020",19,2,FALSE,FALSE,FALSE
"83","Angola","2020-04-19",49.5614554621348,-47.4,"24/03/2020",24,2,FALSE,FALSE,FALSE
"84","Antigua and Barbuda","2020-03-03",47.4724913736801,NA,NA,NA,NA,FALSE,FALSE,FALSE
"85","Antigua and Barbuda","2020-03-13",48.2476875821735,NA,NA,NA,NA,FALSE,FALSE,FALSE
"86","Antigua and Barbuda","2020-03-16",48.404069125,NA,NA,NA,NA,FALSE,FALSE,FALSE
"87","Antigua and Barbuda","2020-03-22",48.5558847973177,NA,NA,NA,NA,FALSE,FALSE,FALSE
"88","Antigua and Barbuda","2020-03-24",48.6511201510978,NA,NA,NA,NA,FALSE,FALSE,FALSE
"89","Antigua and Barbuda","2020-03-27",49.4069181268074,NA,NA,NA,NA,FALSE,FALSE,FALSE
"90","Antigua and Barbuda","2020-03-28",49.7378348132752,NA,NA,NA,NA,FALSE,FALSE,FALSE
"91","Antigua and Barbuda","2020-03-31",50.0480201855723,NA,NA,NA,NA,FALSE,FALSE,FALSE
"92","Antigua and Barbuda","2020-04-02",50.3522184463584,NA,NA,NA,NA,TRUE,FALSE,FALSE
"93","Antigua and Barbuda","2020-04-08",50.3121858961317,NA,NA,NA,NA,TRUE,FALSE,FALSE
"94","Antigua and Barbuda","2020-04-16",50.2009524148281,NA,NA,NA,NA,FALSE,FALSE,FALSE
"95","Antigua and Barbuda","2020-04-17",50.1993936608791,NA,NA,NA,NA,FALSE,FALSE,FALSE
"96","Argentina","2020-02-26",45.1510171579722,6,"20/03/2020",NA,NA,FALSE,FALSE,FALSE
"97","Argentina","2020-03-06",45.5367879152631,7.4,"20/03/2020",2,0,FALSE,FALSE,FALSE
"98","Argentina","2020-03-11",45.749832381137,-7.6,"20/03/2020",19,1,FALSE,FALSE,FALSE
"99","Argentina","2020-03-12",46.1845537177628,3.2,"20/03/2020",NA,NA,FALSE,FALSE,FALSE
"100","Argentina","2020-03-13",46.7663126570479,2.6,"20/03/2020",31,1,FALSE,FALSE,FALSE
"101","Argentina","2020-03-14",47.7529418294982,-15.4,"20/03/2020",34,2,FALSE,FALSE,FALSE
"102","Argentina","2020-03-15",48.0541620874649,-16.6,"20/03/2020",45,2,FALSE,FALSE,FALSE
"103","Argentina","2020-03-16",48.4297903453942,-14.8,"20/03/2020",56,2,FALSE,FALSE,FALSE
"104","Argentina","2020-03-17",48.5044381798548,-30,"20/03/2020",65,2,FALSE,FALSE,FALSE
"105","Argentina","2020-03-18",48.5266738880555,-31.4,"20/03/2020",79,2,FALSE,FALSE,FALSE
"106","Argentina","2020-03-19",48.623262689155,-30.2,"20/03/2020",97,2,FALSE,FALSE,FALSE
"107","Argentina","2020-03-20",48.6662342185056,-66.2,"20/03/2020",128,3,FALSE,FALSE,FALSE
"108","Argentina","2020-03-23",48.6730184959994,-80.8,"20/03/2020",266,4,FALSE,FALSE,FALSE
"109","Argentina","2020-03-24",48.6048935712612,-80.8,"20/03/2020",301,4,FALSE,FALSE,FALSE
"110","Argentina","2020-03-25",48.720712757962,-71.8,"20/03/2020",387,6,FALSE,FALSE,FALSE
"111","Argentina","2020-03-30",48.6431455194184,-72,"20/03/2020",820,20,FALSE,FALSE,FALSE
"112","Argentina","2020-04-01",48.6275185153123,-68.6,"20/03/2020",966,24,FALSE,FALSE,FALSE
"113","Argentina","2020-04-15",48.5609436531267,-59.4,"20/03/2020",2432,105,FALSE,FALSE,FALSE
"114","Argentina","2020-04-16",48.4637478526175,-64,"20/03/2020",2432,109,FALSE,FALSE,FALSE
"115","Armenia","2020-03-10",43.5642470096828,NA,"24/03/2020",NA,NA,FALSE,FALSE,FALSE
"116","Armenia","2020-03-16",43.8769700449782,NA,"24/03/2020",30,0,FALSE,FALSE,FALSE
"117","Armenia","2020-03-24",44.2082200384352,NA,"24/03/2020",194,0,TRUE,FALSE,FALSE
"118","Armenia","2020-04-01",44.1215201813526,NA,"24/03/2020",532,3,TRUE,FALSE,FALSE
"119","Australia","2020-01-21",45.2680390387507,NA,"",0,0,FALSE,FALSE,FALSE
"120","Australia","2020-01-23",45.4595664282192,NA,"",0,0,FALSE,FALSE,FALSE
"121","Australia","2020-01-28",45.7421286853913,NA,"",4,0,FALSE,FALSE,FALSE
"122","Australia","2020-01-29",45.7902317789779,NA,"",4,0,FALSE,FALSE,FALSE
"123","Australia","2020-01-30",45.8214364511153,NA,"",6,0,FALSE,FALSE,FALSE
"124","Australia","2020-02-01",46.0005810589869,NA,"",9,0,TRUE,FALSE,FALSE
"125","Australia","2020-02-07",46.1153561560546,NA,"",14,0,FALSE,FALSE,FALSE
"126","Australia","2020-02-15",46.3294976253326,2.2,"",15,0,FALSE,FALSE,FALSE
"127","Australia","2020-02-18",46.383150814677,0.6,"",15,0,FALSE,FALSE,FALSE
"128","Australia","2020-02-22",46.3734108869976,6,"",21,0,FALSE,FALSE,FALSE
"129","Australia","2020-03-01",46.5938228845443,7.2,"",26,1,FALSE,FALSE,FALSE
"130","Australia","2020-03-02",46.5874737496204,4,"",29,1,FALSE,FALSE,FALSE
"131","Australia","2020-03-05",46.6687924364668,1.4,"",52,2,FALSE,FALSE,FALSE
"132","Australia","2020-03-08",46.6713641632325,4.6,"",74,3,FALSE,FALSE,FALSE
"133","Australia","2020-03-10",46.7318351830211,3,"",100,3,FALSE,FALSE,FALSE
"134","Australia","2020-03-11",46.7736174648212,5,"",112,3,FALSE,FALSE,FALSE
"135","Australia","2020-03-13",46.7824381946552,5.8,"",156,3,FALSE,FALSE,FALSE
"136","Australia","2020-03-14",46.8302195528275,-0.6,"",197,3,FALSE,FALSE,FALSE
"137","Australia","2020-03-15",46.8508827720604,0,"",249,3,FALSE,FALSE,FALSE
"138","Australia","2020-03-16",46.8746369914949,3.8,"",298,5,TRUE,FALSE,FALSE
"139","Australia","2020-03-17",46.9135123387353,0,"",375,5,FALSE,FALSE,FALSE
"140","Australia","2020-03-18",46.9846291986987,-1.2,"",454,5,FALSE,FALSE,FALSE
"141","Australia","2020-03-19",46.9926168160058,-3.2,"",565,6,FALSE,FALSE,FALSE
"142","Australia","2020-03-20",47.0788819699035,-5.2,"",709,6,FALSE,FALSE,FALSE
"143","Australia","2020-03-22",47.2399324389721,-13,"",1098,7,FALSE,FALSE,FALSE
"144","Australia","2020-03-23",47.3159481189938,-13.8,"",1709,7,FALSE,FALSE,FALSE
"145","Australia","2020-03-24",47.3945772998696,-24,"",1823,7,FALSE,FALSE,FALSE
"146","Australia","2020-03-25",47.4332264789571,-27,"",2423,8,FALSE,FALSE,FALSE
"147","Australia","2020-03-26",47.5243769167975,-27,"",2799,11,FALSE,FALSE,FALSE
"148","Australia","2020-03-27",47.5611607350354,-28.4,"",3166,13,FALSE,FALSE,FALSE
"149","Australia","2020-03-28",47.5700861907435,-32.8,"",3378,13,FALSE,FALSE,FALSE
"150","Australia","2020-03-29",47.5415511922427,-38,"",3809,14,FALSE,FALSE,FALSE
"151","Australia","2020-03-30",47.5161875715561,-35.6,"",4093,16,FALSE,FALSE,FALSE
"152","Australia","2020-03-31",47.5086781892211,-36.8,"",4557,19,FALSE,FALSE,FALSE
"153","Australia","2020-04-01",47.5706850416717,-37.2,"",4707,20,FALSE,FALSE,FALSE
"154","Australia","2020-04-02",47.5280434446291,-39.6,"",4976,21,FALSE,FALSE,FALSE
"155","Australia","2020-04-03",47.5351722240221,-37,"",5224,23,FALSE,FALSE,FALSE
"156","Australia","2020-04-04",47.517335191847,-40.8,"",5548,30,FALSE,FALSE,FALSE
"157","Australia","2020-04-08",47.53781926295,-35.8,"",5956,45,FALSE,FALSE,FALSE
"158","Australia","2020-04-09",47.5088720262835,-28.6,"",6052,50,FALSE,FALSE,FALSE
"159","Australia","2020-04-10",47.4666951203256,-66.6,"",6152,52,FALSE,FALSE,FALSE
"160","Australia","2020-04-11",47.5142450791643,-39.4,"",6238,54,FALSE,FALSE,FALSE
"161","Australia","2020-04-16",47.4676114048532,-35,"",6458,63,FALSE,FALSE,FALSE
"162","Australia","2020-04-18",47.4284725156784,-36.2,"",6533,67,FALSE,FALSE,FALSE
"163","Austria","2020-02-28",47.4722189034699,1.2,"16/03/2020",5,0,FALSE,FALSE,FALSE
"164","Austria","2020-03-06",47.6742212493532,-1.2,"16/03/2020",41,0,FALSE,FALSE,FALSE
"165","Austria","2020-03-07",47.646416809545,-0.2,"16/03/2020",74,0,FALSE,FALSE,FALSE
"166","Austria","2020-03-10",47.7684734419033,2.8,"16/03/2020",131,0,FALSE,FALSE,FALSE
"167","Austria","2020-03-11",47.8595465647657,2.8,"16/03/2020",182,0,FALSE,FALSE,FALSE
"168","Austria","2020-03-12",48.0109770099096,4,"16/03/2020",246,0,FALSE,FALSE,FALSE
"169","Austria","2020-03-13",48.1385702122229,-4,"16/03/2020",361,1,FALSE,FALSE,FALSE
"170","Austria","2020-03-14",48.2474323367261,-20.4,"16/03/2020",504,1,FALSE,FALSE,FALSE
"171","Austria","2020-03-15",48.3009298445207,-33,"16/03/2020",655,1,FALSE,FALSE,FALSE
"172","Austria","2020-03-16",48.3952554718338,-44.2,"16/03/2020",860,1,FALSE,FALSE,FALSE
"173","Austria","2020-03-17",48.6573610595078,-55,"16/03/2020",1016,3,FALSE,FALSE,FALSE
"174","Austria","2020-03-18",48.8803419112215,-51.2,"16/03/2020",1332,3,FALSE,FALSE,FALSE
"175","Austria","2020-03-19",49.0195430735413,-53.6,"16/03/2020",1646,4,FALSE,FALSE,FALSE
"176","Austria","2020-03-20",49.1010058379002,-53.6,"16/03/2020",2196,6,FALSE,FALSE,FALSE
"177","Austria","2020-04-01",49.7778343573873,-53.4,"16/03/2020",10182,128,FALSE,FALSE,FALSE
"178","Austria","2020-04-02",49.8219855389129,-53.8,"16/03/2020",10711,146,FALSE,FALSE,FALSE
"179","Austria","2020-04-03",49.8243943533929,-55.6,"16/03/2020",11129,158,FALSE,FALSE,FALSE
"180","Austria","2020-04-04",49.8495006503546,-52.6,"16/03/2020",11525,168,FALSE,FALSE,FALSE
"181","Austria","2020-04-06",49.8587488709156,-48.6,"16/03/2020",11983,204,FALSE,FALSE,FALSE
"182","Austria","2020-04-07",49.8294570566728,-45,"16/03/2020",12297,220,FALSE,FALSE,FALSE
"183","Austria","2020-04-08",49.761079544413,-45.2,"16/03/2020",12640,243,FALSE,FALSE,FALSE
"184","Austria","2020-04-14",49.7624184824743,-46.8,"16/03/2020",14043,368,FALSE,FALSE,FALSE
"185","Azerbaijan","2020-01-28",44.0313328588074,NA,"02/03/2020",0,0,FALSE,FALSE,FALSE
"186","Azerbaijan","2020-02-27",46.7230440268082,NA,"02/03/2020",0,0,FALSE,FALSE,FALSE
"187","Azerbaijan","2020-02-29",46.9042705294809,NA,"02/03/2020",1,0,FALSE,FALSE,FALSE
"188","Azerbaijan","2020-03-03",48.3803340807149,NA,"02/03/2020",NA,NA,FALSE,FALSE,FALSE
"189","Azerbaijan","2020-03-05",48.5417783690901,NA,"02/03/2020",NA,NA,FALSE,FALSE,FALSE
"190","Azerbaijan","2020-03-07",48.5456747373694,NA,"02/03/2020",9,0,FALSE,FALSE,FALSE
"191","Azerbaijan","2020-03-10",48.7084306061012,NA,"02/03/2020",NA,NA,FALSE,FALSE,FALSE
"192","Azerbaijan","2020-03-12",48.9045273787621,NA,"02/03/2020",13,0,FALSE,FALSE,FALSE
"193","Azerbaijan","2020-03-14",49.063834225444,NA,"02/03/2020",NA,NA,FALSE,FALSE,FALSE
"194","Azerbaijan","2020-03-18",49.3203973717033,NA,"02/03/2020",28,0,FALSE,FALSE,FALSE
"195","Azerbaijan","2020-03-19",49.3606185584459,NA,"02/03/2020",34,0,FALSE,FALSE,FALSE
"196","Azerbaijan","2020-03-22",49.5807958113745,NA,"02/03/2020",53,1,FALSE,FALSE,FALSE
"197","Azerbaijan","2020-03-23",49.64723751813,NA,"02/03/2020",65,1,FALSE,FALSE,FALSE
"198","Azerbaijan","2020-03-24",49.6629435688436,NA,"02/03/2020",72,1,FALSE,FALSE,FALSE
"199","Azerbaijan","2020-03-25",49.5999508365166,NA,"02/03/2020",87,1,FALSE,FALSE,FALSE
"200","Azerbaijan","2020-03-29",49.5806904944032,NA,"02/03/2020",182,4,FALSE,FALSE,FALSE
"201","Azerbaijan","2020-04-14",49.6083932201477,NA,"02/03/2020",1148,12,FALSE,FALSE,FALSE
"202","Bahrain","2020-01-22",44.4192745740215,NA,"25/02/2020",0,0,FALSE,FALSE,FALSE
"203","Bahrain","2020-01-26",44.6043728810125,NA,"25/02/2020",0,0,FALSE,FALSE,FALSE
"204","Bahrain","2020-01-30",45.1127140967763,NA,"25/02/2020",0,0,FALSE,FALSE,FALSE
"205","Bahrain","2020-02-09",46.4613464281483,NA,"25/02/2020",0,0,FALSE,FALSE,FALSE
"206","Bahrain","2020-02-12",46.877899433806,NA,"25/02/2020",0,0,FALSE,FALSE,FALSE
"207","Bahrain","2020-02-16",47.1216194706585,-1.2,"25/02/2020",0,0,FALSE,FALSE,FALSE
"208","Bahrain","2020-02-19",NA,-3.4,"25/02/2020",0,0,FALSE,FALSE,FALSE
"209","Bahrain","2020-02-21",47.3886011843597,-0.6,"25/02/2020",0,0,FALSE,FALSE,FALSE
"210","Bahrain","2020-02-22",47.4880653789349,-0.8,"25/02/2020",0,0,FALSE,FALSE,FALSE
"211","Bahrain","2020-02-24",48.3004368271374,-3,"25/02/2020",1,0,FALSE,FALSE,FALSE
"212","Bahrain","2020-02-25",48.4301656960805,-4,"25/02/2020",2,0,FALSE,FALSE,FALSE
"213","Bahrain","2020-02-26",48.6570071336306,-9.4,"25/02/2020",23,0,FALSE,FALSE,FALSE
"214","Bahrain","2020-02-27",48.6894732629647,-9.8,"25/02/2020",33,0,FALSE,FALSE,FALSE
"215","Bahrain","2020-02-28",48.74055739908,-12.6,"25/02/2020",33,0,FALSE,FALSE,FALSE
"216","Bahrain","2020-02-29",48.7915863914373,-6.8,"25/02/2020",38,0,FALSE,FALSE,FALSE
"217","Bahrain","2020-03-01",48.8170962803607,-5,"25/02/2020",41,0,FALSE,FALSE,FALSE
"218","Bahrain","2020-03-03",48.8124390065947,-7.4,"25/02/2020",NA,NA,FALSE,FALSE,FALSE
"219","Bahrain","2020-03-08",48.7870063112813,-7,"25/02/2020",63,0,FALSE,FALSE,FALSE
"220","Bahrain","2020-03-09",48.8096445160215,-9,"25/02/2020",79,0,FALSE,FALSE,FALSE
"221","Bahrain","2020-03-10",48.8225039399005,-8,"25/02/2020",109,0,FALSE,FALSE,FALSE
"222","Bahrain","2020-03-12",48.9271657534726,-10.8,"25/02/2020",162,0,FALSE,FALSE,FALSE
"223","Bahrain","2020-03-13",48.9556816349873,-15.8,"25/02/2020",162,0,FALSE,FALSE,FALSE
"224","Bahrain","2020-03-15",49.0281768240906,-9.2,"25/02/2020",211,0,FALSE,FALSE,FALSE
"225","Bahrain","2020-03-17",49.154085949233,-13,"25/02/2020",221,1,FALSE,FALSE,FALSE
"226","Bahrain","2020-03-19",49.3730724585773,-22.2,"25/02/2020",256,1,FALSE,FALSE,FALSE
"227","Bahrain","2020-03-20",49.3599839689757,-31.8,"25/02/2020",269,1,FALSE,FALSE,FALSE
"228","Bahrain","2020-03-21",49.4201983491317,-24.4,"25/02/2020",285,1,FALSE,FALSE,FALSE
"229","Bahrain","2020-03-22",49.5489795371129,-23.2,"25/02/2020",306,1,FALSE,FALSE,FALSE
"230","Bahrain","2020-03-23",49.6048230297561,-24.8,"25/02/2020",334,2,FALSE,FALSE,FALSE
"231","Bahrain","2020-03-24",49.9234338019007,-26.4,"25/02/2020",339,2,FALSE,FALSE,FALSE
"232","Bahrain","2020-03-25",49.9876591137199,-26.8,"25/02/2020",390,3,FALSE,FALSE,FALSE
"233","Bahrain","2020-03-29",50.0098031127114,-34,"25/02/2020",473,4,FALSE,FALSE,FALSE
"234","Bahrain","2020-03-30",49.9601408365333,-34,"25/02/2020",500,4,FALSE,FALSE,FALSE
"235","Bahrain","2020-03-31",49.9679468673398,-31.4,"25/02/2020",515,4,FALSE,FALSE,FALSE
"236","Bahrain","2020-04-01",49.9695154904121,-32.4,"25/02/2020",567,4,FALSE,FALSE,FALSE
"237","Bahrain","2020-04-05",49.8932149510542,-28.4,"25/02/2020",688,4,FALSE,FALSE,FALSE
"238","Bahrain","2020-04-07",49.9015794392016,-30.8,"25/02/2020",756,4,FALSE,FALSE,FALSE
"239","Bahrain","2020-04-09",49.9638025132678,-32.8,"25/02/2020",823,5,FALSE,FALSE,FALSE
"240","Bahrain","2020-04-12",50.0549477346078,-27.4,"25/02/2020",1040,6,FALSE,FALSE,FALSE
"241","Bahrain","2020-04-15",50.0035083194014,-29,"25/02/2020",1528,7,FALSE,FALSE,FALSE
"242","Bangladesh","2020-03-15",45.6973461393661,6.6,"19/03/2020",3,0,FALSE,FALSE,FALSE
"243","Bangladesh","2020-03-18",45.8322857923759,-1,"19/03/2020",8,0,FALSE,FALSE,FALSE
"244","Bangladesh","2020-03-24",45.9187642429758,-20.2,"19/03/2020",33,3,FALSE,FALSE,FALSE
"245","Bangladesh","2020-03-25",45.8625733188337,-33.8,"19/03/2020",39,4,FALSE,FALSE,FALSE
"246","Bangladesh","2020-03-26",46.0967775583989,-58.2,"19/03/2020",39,5,FALSE,FALSE,FALSE
"247","Bangladesh","2020-03-29",46.496011058161,-53.2,"19/03/2020",48,5,FALSE,FALSE,FALSE
"248","Bangladesh","2020-04-03",46.577369653498,-50.2,"19/03/2020",56,6,FALSE,TRUE,FALSE
"249","Bangladesh","2020-04-05",46.6507493196087,-51.6,"19/03/2020",70,8,FALSE,FALSE,FALSE
"250","Bangladesh","2020-04-07",46.8059844995685,-57.2,"19/03/2020",123,12,FALSE,FALSE,FALSE
"251","Bangladesh","2020-04-10",46.898973720073,-57.8,"19/03/2020",330,21,FALSE,FALSE,TRUE
"252","Bangladesh","2020-04-11",46.8393430968038,-59,"19/03/2020",424,27,FALSE,FALSE,FALSE
"253","Bangladesh","2020-04-17",46.8356863161096,-55,"19/03/2020",1572,60,FALSE,FALSE,FALSE
"254","Barbados","2020-01-22",44.1065605458731,NA,"28/03/2020",NA,NA,FALSE,FALSE,FALSE
"255","Barbados","2020-01-27",44.2904427328932,NA,"28/03/2020",NA,NA,FALSE,FALSE,FALSE
"256","Barbados","2020-02-05",44.8297111634687,NA,"28/03/2020",NA,NA,FALSE,FALSE,FALSE
"257","Barbados","2020-03-04",45.89182930344,2.2,"28/03/2020",NA,NA,FALSE,FALSE,FALSE
"258","Barbados","2020-03-05",45.9417168945621,2.4,"28/03/2020",NA,NA,FALSE,FALSE,FALSE
"259","Barbados","2020-03-16",46.1975183390172,-2.2,"28/03/2020",NA,NA,FALSE,FALSE,FALSE
"260","Barbados","2020-03-17",46.330659703734,0.8,"28/03/2020",NA,NA,FALSE,FALSE,FALSE
