Province/State,Country/Region,Lat,Long,1/1/20,1/2/20,1/3/20,1/4/20,1/5/20,1/6/20,1/7/20,1/8/20,1/9/20,1/10/20,1/11/20,1/12/20,1/13/20,1/14/20,1/15/20,1/16/20,1/17/20,1/18/20,1/19/20,1/20/20,1/21/20,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20
Martinique,France,14.6415,-61.0242,8,7,6,7,7,7,7,7,7,7,7,7,7,6,7,7,7,8,7,8,8,8,6,7,9,7,8,8,9,8,8,9,9,9,8,9,9,8,8,7,7,9,8,8,8,5,8,7,7,10,8,8,10,10,10,9,11,9,10,9,8,9,11,11,8,10,9,11,12,10,8,8,10,9,9,10,12,11,12,11,9,10,9,10,8,8,10,10,10,12,11,9,6,8,10,8,6,10,9,8,8,11,10
,France,46.2276,2.2137,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,3,2,2,2,2,2,2,2,2,2,3,2,2,3,3,3,3,3,4,3,3,3,3,4,4,3,4,3,4,4,4,4,4,3,3,3,4,5,5,4,5,6,4,5,5,6,7,7,5
,Gabon,-0.8037,11.6094,11,7,6,7,6,12,7,9,7,8,7,10,11,9,7,7,7,8,9,8,7,7,8,9,10,9,7,11,6,6,9,7,7,6,9,11,7,9,6,8,13,6,7,9,12,12,6,6,13,7,11,6,7,9,6,13,6,6,7,7,10,8,7,8,6,6,5,10,9,6,7,6,6,6,9,6,6,7,6,6,6,6,7,14,8,6,6,13,12,6,9,6,11,6,6,7,6,9,6,6,8,5,5
,Gambia,13.4432,-15.3101,6,6,6,6,9,9,5,8,6,7,6,8,9,8,7,9,10,9,8,7,6,5,5,7,7,6,7,5,8,8,10,10,6,7,8,10,10,9,10,9,10,10,10,10,10,6,6,8,8,11,9,7,8,7,9,12,11,11,11,9,12,12,12,12,12,12,12,9,8,9,12,12,12,12,10,10,13,12,13,12,11,13,7,6,11,9,7,7,7,9,12,13,12,11,13,13,13,13,13,13,13,11,12
,Georgia,42.3154,43.3569,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,2,1,2,1,1,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,3,2,3,4,3,3,2,2,3,4,3,3,2,4,5,3,4,3,4,3,3,3,3,3,4,3,3,5,4,3,4,3,5,5,4,3,3,4,3,4,3,4,3,5,7,7,7,4,3
,Germany,51.0,9.0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1,1,2,1,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,4,4,3,2,3,3,3,4,3,3,4,2,3,3,3,4,3,5,5,6,4,5,4,5,4,4
,Ghana,7.9465,-1.0232,10,9,9,10,10,9,10,10,10,7,8,8,9,10,11,11,12,11,9,10,9,11,11,10,9,11,10,9,9,10,6,11,11,10,12,8,11,12,9,10,9,11,10,12,7,12,12,11,12,12,12,12,12,12,7,12,8,6,9,9,13,11,9,6,11,10,9,8,8,8,6,7,12,10,8,6,6,9,7,7,6,8,8,5,8,9,10,13,10,5,5,10,5,8,8,9,11,8,10,6,7,6,12
,Greece,39.0742,21.8243,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,2,3,3,2,3,3,2,2,3,3,3,3,4,3,3,3,2,3,4,4,3,3,4,2,4,4,5,3,3,3,5,5,3,3,3,3,4,5,4,3,3,4,6,6,4,4,4,6,6,5,6,6,3,3,4,3,3,3,4,5,6,4,3,5,3,3,3,3,4,5,8,7,8,8
,Guatemala,15.7835,-90.2308,5,8,7,8,5,5,5,6,5,6,6,8,5,6,7,7,7,6,6,7,6,5,6,8,9,9,10,9,9,9,8,10,6,7,10,9,10,10,7,7,9,8,9,9,11,8,9,9,10,9,9,10,11,7,9,11,11,11,6,6,6,10,12,11,12,12,5,6,6,8,9,9,11,12,10,11,10,12,11,12,11,9,10,11,12,13,12,13,11,11,11,12,12,13,13,12,12,11,12,12,11,12,13
,Guinea,9.9456,-9.6966,10,10,8,10,10,6,8,10,8,8,8,8,10,10,9,9,12,11,8,9,7,7,6,7,10,9,7,6,9,10,8,8,10,11,12,10,11,10,11,12,9,10,9,12,12,12,12,12,12,12,12,10,7,12,12,10,11,12,8,12,12,11,10,11,13,12,11,12,10,6,6,9,13,13,6,6,12,11,11,11,9,9,6,7,11,13,6,8,8,11,10,10,11,11,10,12,13,9,14,13,12,10,10
,Guyana,5.0,-58.75,6,8,9,11,7,11,6,8,7,7,8,6,8,8,7,8,9,7,9,8,8,8,8,8,8,6,6,6,8,6,6,6,8,9,7,9,12,7,10,13,9,12,12,7,8,6,9,9,10,8,11,8,9,6,6,7,6,6,10,7,10,8,11,13,14,10,9,6,10,7,8,7,13,6,7,6,7,7,10,8,11,8,9,12,11,13,6,7,6,6,6,6,6,6,6,8,6,7,7,6,6,6,6
,Haiti,18.9712,-72.2852,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,7,8,8,6,7,6,8,8,7,8,7,7,8,8,9,7,7,8,9,9,9,9,9,9,8,9,9,10,9,9,9,10,10,9,7,8,8,9,10,10,9,10,10,6,10,10,10,11,10,9,7,8,9,9,10,10,11,11,10,12,11,12,11,11,11,12,11,12,10,9,12,12,12,11,8,10,9,9,10,8,11,12,10,10,11
,Holy See,41.9029,12.4534,2,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,4,4,3,3,3,4,3,3,3,2,3,4,4,3,3,3,3,5,5,3,3,5,5,5,5,5,5,4,3,4,4,4,3,3,4,5,4,5,5,5,5,5,5,6,7,7,6,7,8,7
,Honduras,15.2,-86.2419,5,5,8,8,8,5,5,6,5,6,6,8,7,6,7,7,6,6,6,6,6,6,6,8,7,9,10,10,9,8,7,10,8,6,6,8,8,11,10,10,10,8,9,10,9,9,9,11,9,10,11,8,6,8,7,12,10,10,7,6,6,6,9,10,11,12,8,7,7,7,7,7,6,10,9,9,9,11,10,10,12,10,8,11,12,12,11,13,13,13,11,13,10,12,12,10,11,13,13,13,14,11,11
,Hungary,47.1625,19.5033,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,2,2,2,3,3,2,4,3,3,3,3,3,4,4,4,3,2,2,3,2,3,4,4,3,3,4,4,5,5,5,5,6,6,6,6,5,6,6
,Iceland,64.9631,-19.0208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,3,2,2,3,3,2,2,2
,India,21.0,78.0,5,4,5,5,7,7,7,5,5,7,8,7,7,6,6,6,7,6,6,6,7,6,6,7,7,8,8,7,8,9,9,6,7,8,7,6,6,6,8,8,8,9,9,9,9,9,9,9,9,7,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,8,8,8,8,8,10,9,8,11,7,11,7,11,11,11,11,11,7,11,12,11,10,11,11,12,7,10,8,11,5,12,12,12,12,12
,Indonesia,-0.7893,113.9213,6,7,8,7,6,6,6,6,7,6,6,6,10,6,7,8,9,8,7,7,8,10,10,8,7,7,9,6,9,6,6,7,7,6,6,7,6,6,6,6,6,6,7,6,11,8,7,6,6,10,8,8,8,14,13,6,6,6,6,6,6,7,6,6,6,6,6,6,6,7,7,11,6,6,13,9,10,12,9,6,9,7,7,6,14,10,8,6,7,6,6,6,11,11,6,8,6,6,8,6,7,6,9
,Iran,32.0,53.0,3,3,4,3,3,3,4,4,3,3,2,4,2,2,3,3,3,3,4,4,4,4,4,4,4,4,5,5,3,4,4,4,4,5,5,5,5,5,6,6,5,5,4,5,5,4,5,6,5,6,4,7,6,6,4,4,6,7,8,8,7,8,7,7,8,8,6,6,8,8,8,8,7,6,7,9,4,5,8,9,7,5,5,6,7,7,5,4,5,9,9,9,7,9,7,9,9,5,5,5,5,7,9
,Iraq,33.0,44.0,3,2,3,3,3,3,3,3,2,2,3,3,2,3,3,3,3,3,3,3,2,2,3,2,3,4,4,3,2,3,3,4,4,4,4,4,5,5,4,4,4,4,4,5,5,3,3,5,5,3,4,6,5,6,4,4,6,6,4,6,6,6,6,7,7,7,5,7,7,7,4,4,4,4,7,4,7,4,7,6,4,6,7,5,3,7,4,5,4,8,7,8,7,4,8,8,5,4,4,4,8,8,8
,Ireland,53.1424,-7.6921,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,5,3,3,4,3
,Israel,31.0,35.0,3,4,3,2,3,3,4,3,2,2,4,3,3,3,4,4,4,3,4,3,3,3,3,3,4,5,4,3,4,4,3,4,4,5,4,5,5,5,4,3,3,5,5,5,4,5,5,6,5,5,4,5,5,6,5,4,6,6,7,5,4,7,7,8,7,6,7,8,4,6,6,5,3,5,8,8,5,5,8,5,4,8,7,7,5,4,8,5,9,7,5,5,5,8,9,5,9,6,6,8,7,5,9
,Italy,43.0,12.0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,3,2,2,3,3,3,3,3,3,3,2,3,3,3,3,3,4,2,2,3,4,3,2,2,3,3,4,4,3,3,2,3,5,5,3,3,5,5,4,4,5,5,5,3,5,3,3,3,3,4,5,5,3,5,5,5,5,5,6,7,7,6,7,8,7
,Jamaica,18.1096,-77.2975,7,6,6,7,7,8,6,5,6,6,6,7,8,6,6,6,6,7,7,7,7,6,6,8,7,7,8,7,7,7,9,9,9,7,5,7,8,7,7,8,7,7,8,7,9,8,9,7,9,8,7,7,9,7,7,8,8,8,10,9,7,7,7,9,9,9,11,11,7,7,8,7,10,11,10,9,9,10,9,8,8,7,8,10,11,10,12,9,10,10,9,10,10,9,8,11,9,9,12,10,13,10,12
,Japan,36.0,138.0,3,3,2,2,2,3,2,2,3,3,2,2,3,2,2,2,2,2,3,3,3,3,3,3,2,3,2,2,3,3,3,4,4,4,4,3,4,2,3,2,2,4,4,4,3,3,3,4,3,5,3,5,3,4,4,4,3,3,4,4,5,4,5,4,4,6,3,3,5,4,6,6,4,3,5,3,6,6,6,4,6,7,6,4,6,7,4,4,4,4,4,4,7,5,6,6,7,6,7,7,4,7,4
,Jordan,31.24,36.51,3,4,4,3,3,3,3,3,2,2,3,4,4,4,3,3,4,3,4,4,3,3,3,3,4,5,4,3,4,4,4,4,5,5,5,5,5,5,3,3,3,4,5,5,3,5,5,6,5,5,6,4,6,6,4,3,7,7,7,7,5,7,7,8,8,4,8,8,5,5,8,4,6,7,7,8,8,6,8,4,5,8,6,7,8,4,6,9,9,8,6,9,5,9,9,5,8,7,5,8,9,5,9
,Kazakhstan,48.0196,66.9237,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,1,1,2,2,2,3,2,2,2,3,2,2,2,3,3,3,2,2,3,3,4,3,3,3,4,3,3,3,4,3,4,3,4,4,4,4,4,5,3,5,4,4,4,3,3,3,3,3,3,3
,Kenya,-0.0236,37.9062,11,7,6,8,7,10,6,10,10,13,13,13,7,9,9,10,10,10,9,9,11,9,6,6,7,6,6,6,7,12,11,8,6,13,8,8,9,7,12,13,12,14,12,11,8,12,12,12,12,9,11,6,11,7,6,6,12,6,12,9,7,7,6,7,6,8,12,6,9,7,8,8,6,6,7,6,7,6,6,8,8,14,7,8,12,13,6,6,6,9,6,7,7,6,11,9,11,10,13,12,6,11,5
,"Korea, South",36.0,128.0,3,2,3,2,2,2,2,2,2,3,3,3,2,2,3,2,2,3,2,3,3,2,2,3,2,2,2,2,2,2,3,4,3,3,3,3,4,3,3,3,3,4,3,4,4,3,3,2,4,4,4,3,4,4,4,3,4,3,3,3,3,5,5,5,5,5,3,5,3,3,4,5,4,5,4,6,6,5,4,6,6,6,6,6,7,4,4,4,6,7,7,4,5,6,6,7,6,7,7,7,3,3,3
,Kuwait,29.5,47.75,3,3,3,3,4,4,4,4,4,3,3,4,4,4,4,4,5,3,4,4,3,4,4,4,4,5,5,5,4,5,5,5,4,5,5,5,6,6,5,6,4,5,5,5,5,4,5,5,4,4,5,7,7,5,4,4,7,7,8,8,8,8,7,8,8,8,7,7,8,5,6,5,7,5,7,8,8,5,9,5,8,4,8,7,6,4,6,6,9,10,10,7,9,9,9,9,9,9,10,8,10,10,10
,Kyrgyzstan,41.2044,74.7661,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,3,2,3,3,2,3,3,3,2,2,3,4,4,4,4,2,3,4,3,3,4,5,4,4,4,3,3,3,3,4,4,4,5,5,4,6,4,5,5,6,6,4,5,3,4,4,4,5,4,6,4,6,4,4,7,7,5,7,7,6,4,7,5,7
,Latvia,56.8796,24.6032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,3,3,2,2,2,2,3,2,2,2,2,3,4,4,4,2,3,4,3
,Lebanon,33.8547,35.8623,2,2,2,2,2,3,3,2,2,3,3,2,3,3,3,3,2,2,2,2,2,3,3,3,4,4,3,4,3,3,3,3,4,3,3,4,5,3,3,3,3,4,3,4,3,3,3,4,4,4,4,4,3,4,6,5,6,5,4,4,5,5,7,6,4,3,6,8,4,4,7,5,4,4,6,6,6,4,4,4,4,7,6,7,7,6,7,8,5,5,4,4,6,5,8,4,5,6,8,6,4,6,8
,Liberia,6.4281,-9.4295,9,11,10,10,11,10,10,10,9,10,8,9,10,10,10,10,11,9,8,7,6,6,8,9,10,6,10,6,10,7,8,10,9,11,10,10,7,10,10,10,10,6,9,12,12,12,11,9,11,8,10,10,6,9,6,11,9,8,9,10,12,10,8,9,9,8,6,9,9,6,8,7,8,9,6,6,7,6,7,10,8,8,5,6,10,7,6,6,11,6,5,7,6,7,8,7,8,7,9,6,10,8,8
,Liechtenstein,47.14,9.55,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,3,2,3,3,4,3,2,3,4,3,4,4,4,4,3,4,4,4,4,3,3,3,3,4,5,5,4,5,6,7,6,6,5,7,7,6
,Lithuania,55.1694,23.8813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,2,1,2,2,2,2,2,2,2,3,3,3,2,3,2,3,3,2,3,3,3,3,5,5,4,3,4,4,3
,Luxembourg,49.8153,6.1296,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,3,3,2,2,2,2,3,3,3,3,2,3,3,4,4,4,4,4,2,4,3,4,5,4,4,6,6,4,5,5,6,5,5
,Madagascar,-18.7669,46.8691,9,7,6,8,15,12,7,7,7,15,15,6,6,9,8,9,7,8,7,6,6,6,6,6,7,7,7,14,13,9,12,12,11,10,6,15,15,14,15,15,15,15,15,9,9,7,7,7,11,9,6,7,7,7,7,11,6,6,14,10,14,8,14,13,11,8,12,6,12,10,12,9,9,6,6,13,12,10,10,12,12,12,9,12,13,11,12,6,10,12,10,10,11,8,11,8,9,9,8,11,7,11,9
,Malaysia,2.5,112.5,6,6,6,6,6,6,6,7,8,6,6,6,6,6,7,6,6,8,9,6,8,8,9,6,9,6,9,10,12,8,7,12,6,6,6,6,6,7,6,6,6,7,6,6,7,6,8,7,6,7,12,8,6,6,7,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,10,7,7,13,7,7,6,12,7,6,7,6,6,6,8,10,9,6,14,7,6,11,8,7,9,7,6,7,8,7,11,6,11
,Maldives,3.2028,73.2207,9,11,7,6,11,9,8,8,9,10,7,7,6,8,10,9,10,6,9,7,11,9,9,6,8,6,7,12,11,11,8,12,6,12,12,9,11,10,13,12,11,8,6,10,9,11,13,9,6,12,12,10,6,7,10,10,6,6,6,6,13,12,12,7,6,11,13,12,10,12,6,11,13,13,12,12,11,13,9,9,11,11,12,11,10,9,12,13,14,12,8,7,10,8,8,8,13,7,8,11,10,12,10
,Malta,35.9375,14.3754,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,3,3,3,3,2,2,3,3,3,3,3,4,3,3,3,4,4,4,4,5,3,4,5,4,5,4,5,5,5,4,5,5,5,4,5,6,6,5,3,3,3,6,5,3,4,5,3,6,6,6,4,7,6,6,4,5,7,4,4,6,4,3,5,4,4,6,3,7,6,4,3,4,7,5,6,8,7,8,5,8
,Mauritania,21.0079,10.9408,7,6,6,7,6,6,6,6,6,7,5,5,5,7,7,7,4,6,7,7,7,7,7,7,6,5,6,5,5,8,8,8,7,7,7,8,8,8,8,8,9,5,6,8,5,8,6,8,9,9,8,6,5,6,9,9,6,8,9,10,10,10,10,10,10,10,10,10,11,11,9,11,11,11,11,6,11,10,12,12,8,9,11,6,9,8,12,10,6,11,11,11,5,11,12,12,12,12,9,8,8,5,12
,Mauritius,-20.2,57.5,10,7,6,6,6,6,9,7,7,10,13,13,8,8,9,9,7,9,6,8,6,6,7,6,7,11,10,11,12,12,12,13,12,9,12,14,12,14,13,14,10,11,10,11,8,9,9,13,12,13,12,11,13,7,10,6,6,6,7,10,8,6,6,9,11,11,6,12,7,9,6,7,6,10,7,6,5,11,12,12,11,9,7,6,10,11,6,8,9,10,10,10,9,9,7,8,8,9,9,10,10,8,10
,Mexico,23.6345,-102.5528,5,5,6,6,6,7,6,7,6,5,5,7,6,5,6,5,7,5,6,5,5,7,6,7,6,5,6,8,8,8,5,7,5,5,5,5,7,8,8,8,7,7,7,5,9,9,6,9,6,9,10,10,9,8,10,10,8,9,10,10,10,10,9,6,9,7,6,9,6,8,9,10,6,8,11,11,9,12,12,12,12,11,13,12,13,13,13,12,11,13,12,11,11,13,13,13,11,10,12,13,13,10,7
,Moldova,47.4116,28.3699,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,2,2,4,4,3,3,3,2,3,3,3,3,3,2,4,3,4,4,3,4,3,3,4,4,5,3,5,6,6,6,5,4,5,3
,Monaco,43.7333,7.4167,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,2,2,2,3,2,3,3,3,3,3,3,5,3,3,3,4,4,4,5,4,4,4,3,3,3,2,3,2,4,5,3,3,5,5,5,5,6,6,6,6,6,7,7,7
,Mongolia,46.8625,103.8467,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,2,2,3,3,2,4,4,4,4,4,3,3,3,2,4,4,4,4,3,4,4,4,4,3,4,5,5,6,5,4,5,4,3,5,6,6,3
,Montenegro,42.5,19.3,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,3,2,2,2,1,2,2,2,3,2,3,3,3,2,3,3,3,3,3,2,3,3,3,4,3,2,2,2,4,3,3,2,3,4,3,3,3,3,4,3,5,5,3,3,5,5,5,5,5,5,3,4,2,3,3,3,3,4,5,3,3,5,3,3,4,6,7,7,7,7,7,8
,Morocco,31.7917,-7.0926,4,4,3,3,3,3,3,4,3,3,3,4,4,3,3,4,4,4,3,2,3,4,3,4,4,4,4,4,4,4,4,5,5,5,5,5,4,5,5,4,5,5,5,4,5,4,6,6,6,4,5,6,6,6,4,7,7,7,7,6,6,6,6,8,7,5,7,7,7,8,8,7,5,5,4,4,5,6,6,5,4,7,5,3,8,8,7,4,5,7,8,7,7,5,4,8,7,9,6,7,6,5,5
,Namibia,-22.9576,18.4904,6,10,12,9,6,6,7,15,15,13,6,7,12,12,13,12,15,15,16,15,15,14,12,13,14,15,13,15,15,15,15,13,15,14,13,9,15,15,15,15,14,14,13,13,14,10,6,8,6,9,8,6,6,6,9,9,7,11,7,6,6,7,9,12,12,13,13,13,13,13,13,10,10,13,13,12,10,9,12,9,9,12,11,11,12,12,12,11,11,6,5,11,10,10,11,10,9,10,10,10,10,10,10
,Nepal,28.1667,84.25,3,3,3,4,4,5,4,4,4,5,5,5,5,5,5,4,4,5,4,4,3,5,4,4,4,5,5,6,5,6,6,6,6,6,6,6,6,6,5,6,6,7,7,6,7,6,6,6,6,5,4,4,6,7,7,5,4,7,7,6,5,8,8,6,8,5,5,8,8,8,9,9,5,7,8,8,8,8,7,8,7,6,8,8,10,10,10,9,10,10,10,8,10,10,10,10,10,10,7,10,8,10,10
Aruba,Netherlands,12.5186,-70.0358,6,8,8,7,9,8,8,8,8,8,7,8,8,8,8,7,8,8,8,8,8,8,6,9,8,10,8,10,9,9,9,10,8,8,8,9,10,9,10,10,9,9,10,10,9,10,10,10,10,10,11,11,10,10,9,10,10,10,10,8,9,11,11,10,10,11,11,9,9,10,8,10,11,11,10,12,10,11,12,11,11,11,11,10,10,10,10,12,11,11,8,11,11,10,10,11,9,8,10,9,9,8,10
Curacao,Netherlands,12.1696,-68.99,6,7,8,6,9,8,7,7,7,8,6,8,8,7,8,8,8,8,6,9,8,8,7,9,9,8,8,9,9,10,10,10,8,10,8,8,10,10,10,9,10,9,10,9,10,10,11,11,9,10,11,10,10,10,10,10,11,9,10,9,9,10,10,9,12,10,10,8,9,10,10,10,11,11,10,12,9,12,12,10,11,11,11,10,10,12,11,11,10,11,7,11,10,10,10,9,8,8,8,8,9,9,9
Sint Maarten,Netherlands,18.0425,-63.0548,6,6,6,6,5,6,7,6,7,6,6,7,6,6,6,6,7,7,7,6,6,8,7,8,8,8,8,8,7,8,8,8,8,9,9,8,7,7,7,9,8,8,7,7,7,8,7,6,8,9,8,10,9,9,10,10,10,9,8,10,9,10,9,10,10,10,9,10,11,9,9,11,10,10,11,11,9,11,11,11,9,9,9,8,11,11,11,10,11,8,8,11,9,12,12,11,12,11,9,8,10,12,8
,Netherlands,52.1326,5.2913,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,3,3,3,4,4,4,4,3,3,4,3,4,3,5,5,5,4,4,5,3,4,5
,New Zealand,-40.9006,174.886,8,5,10,9,5,11,10,6,8,7,5,7,5,11,8,10,13,10,8,10,11,6,6,8,7,9,6,6,5,7,6,9,6,9,9,9,10,10,7,9,8,7,9,5,6,5,9,5,5,6,5,6,5,7,7,8,8,6,6,6,8,5,6,5,8,8,7,7,5,7,5,6,8,8,7,6,5,7,4,6,4,6,4,5,6,4,5,3,3,4,4,6,5,5,5,5,4,4,3,4,4,5,4
,Nicaragua,12.8654,-85.2072,7,7,7,7,8,8,7,7,8,6,8,7,7,7,7,7,7,5,7,8,8,9,8,9,9,10,11,9,9,8,9,9,11,11,10,7,6,9,9,9,11,8,9,9,8,8,8,8,11,8,11,11,10,9,11,12,6,12,11,10,8,11,7,12,11,12,11,12,10,7,11,9,12,12,10,9,9,11,8,8,9,11,9,10,11,10,10,7,8,10,8,10,13,13,11,12,11,9,9,13,10,10,11
,Niger,17.6078,8.0817,7,8,8,8,8,7,7,7,8,5,7,8,7,8,8,8,8,8,8,9,9,9,8,8,8,7,8,7,5,9,9,9,9,9,9,9,9,9,10,10,10,8,5,7,6,10,10,9,10,10,10,9,6,6,8,11,11,11,10,11,11,9,11,11,11,11,11,11,12,5,10,7,12,12,12,10,10,12,12,13,10,10,11,6,11,13,12,9,11,6,7,11,8,11,13,13,13,13,10,5,8,6,13
,Nigeria,9.082,8.6753,11,9,11,10,10,7,9,10,10,9,10,10,9,11,11,10,11,7,11,11,9,9,10,8,10,9,11,9,7,10,8,11,8,10,9,8,11,12,12,8,11,10,11,10,12,12,7,7,10,6,12,7,13,12,7,11,12,9,7,6,8,12,10,8,10,13,6,11,13,11,6,8,11,6,12,10,6,10,6,9,8,13,7,8,8,6,8,7,6,6,5,9,5,8,6,7,7,7,10,10,6,5,6
,North Macedonia,41.6086,21.7453,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,3,3,3,2,2,1,2,2,3,3,3,4,3,3,2,3,3,4,4,3,2,3,3,3,4,4,3,3,3,4,3,4,3,2,3,3,3,3,3,3,5,5,5,3,3,3,5,4,5,5,5,3,3,3,3,3,3,3,4,5,3,3,4,4,3,3,5,7,7,7,7,7,6
