Province/State,Country/Region,Lat,Long,1/1/20,1/2/20,1/3/20,1/4/20,1/5/20,1/6/20,1/7/20,1/8/20,1/9/20,1/10/20,1/11/20,1/12/20,1/13/20,1/14/20,1/15/20,1/16/20,1/17/20,1/18/20,1/19/20,1/20/20,1/21/20,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20
Gansu,China,37.8099,101.0583,9,7,2,13,22,18,14,5,20,31,6,4,5,1,28,9,11,9,0,4,10,1,5,9,14,5,4,3,6,3,5,17,3,2,3,3,3,4,2,4,4,3,2,10,7,5,5,4,10,3,15,11,9,7,6,9,14,26,6,10,33,13,11,3,8,2,1,26,24,1,9,28,5,5,12,19,6,5,6,11,13,16,7,6,10,11,14,13,31,39,51,21,42,45,46,32,47,21,3,5,7,3,9
Guangdong,China,23.3417,113.4244,4,7,0,9,7,13,25,1,5,6,13,23,8,8,20,48,49,19,55,3,11,14,20,27,94,94,3,10,10,3,5,6,14,92,99,60,61,60,3,8,8,77,36,93,98,100,54,4,7,6,5,6,5,9,11,15,7,6,5,4,38,4,67,99,17,27,52,35,92,60,56,93,90,50,11,2,35,68,96,34,31,7,45,38,12,80,88,82,82,94,82,39,67,99,92,100,100,62,12,8,4,94,5
Guangxi,China,23.8298,108.7881,4,14,6,12,7,21,11,4,8,33,59,12,14,87,60,64,28,20,25,21,28,16,18,89,99,88,3,5,12,6,6,26,90,99,85,88,99,68,72,18,10,18,73,81,92,98,56,4,7,5,17,23,7,8,6,7,5,6,19,35,31,60,99,99,9,48,33,16,25,8,28,51,23,8,9,68,97,90,85,30,15,8,67,82,93,60,70,32,82,30,17,7,75,96,99,99,96,5,3,6,42,84,4
Guizhou,China,26.8154,106.8748,21,12,27,50,66,79,13,78,26,17,17,4,22,53,45,28,22,33,11,19,19,19,35,69,83,20,26,7,15,11,27,59,89,95,30,56,93,40,79,61,27,48,30,21,52,98,28,9,9,9,32,51,23,25,5,11,16,12,83,74,54,91,88,63,7,25,35,11,39,78,36,45,53,19,18,62,76,28,30,1,7,59,86,80,34,37,83,51,72,25,26,10,57,75,86,69,62,14,89,12,85,97,8
Hainan,China,19.1959,109.7453,71,31,15,28,9,6,14,7,9,11,17,53,23,3,2,9,31,25,45,10,4,3,6,6,13,95,97,99,63,9,7,10,17,8,17,56,37,16,40,35,23,23,7,43,21,15,51,46,15,25,37,38,16,17,28,16,23,8,39,25,9,8,8,59,78,43,3,4,5,67,50,16,18,81,85,62,35,36,30,24,6,7,10,19,12,28,13,13,7,21,31,17,6,43,82,90,95,76,70,87,30,39,85
Hebei,China,39.549,116.1306,1,4,0,4,43,33,4,2,1,4,3,5,3,0,1,3,3,2,0,0,3,0,4,2,2,3,6,2,10,2,1,7,46,1,3,8,6,5,3,2,2,2,1,5,98,3,5,2,3,2,6,10,2,2,3,5,4,5,2,17,5,45,14,0,2,11,8,70,88,0,4,4,3,2,3,0,1,0,0,0,0,0,1,3,23,79,1,1,1,5,24,10,2,1,0,1,2,7,3,28,4,3,2
Heilongjiang,China,47.861999999999995,127.7615,3,7,0,7,7,2,18,3,1,4,6,5,9,0,2,5,5,8,16,15,10,4,20,3,2,5,1,1,4,3,3,12,11,2,9,7,5,6,2,14,4,2,2,7,4,2,3,2,16,7,8,5,10,21,23,11,13,5,19,14,31,30,20,11,8,3,32,56,4,2,4,25,10,21,11,0,5,75,11,4,27,14,4,1,3,89,11,1,1,5,21,4,2,56,4,1,18,42,17,4,1,2,0
Henan,China,33.882,113.61399999999999,4,7,0,24,95,85,83,23,43,8,23,40,7,0,31,19,4,3,0,0,15,2,7,87,47,67,7,1,11,4,2,6,6,3,6,51,85,4,2,5,5,3,9,8,88,83,4,3,2,4,4,8,4,5,6,5,14,93,74,2,4,6,4,1,2,5,1,27,82,2,3,6,6,3,0,0,1,0,0,0,4,2,2,2,88,46,16,6,97,4,6,36,13,3,0,2,3,1,2,5,92,21,2
Hong Kong,China,22.3,114.2,13,7,1,10,10,23,28,7,7,5,10,11,36,0,22,24,26,9,23,3,10,14,8,37,87,86,21,50,14,3,5,12,8,27,77,28,32,32,2,8,9,41,21,55,90,85,88,6,7,6,5,6,6,10,10,9,9,11,6,2,8,7,16,37,18,13,10,32,61,47,66,76,16,56,19,4,20,76,57,41,34,5,7,11,18,18,16,49,49,77,61,32,34,47,63,91,99,76,27,7,5,61,42
Hubei,China,30.9756,112.2707,8,5,13,14,88,96,92,88,84,72,15,7,12,0,73,16,4,9,0,6,31,85,90,92,74,34,6,3,13,5,3,8,19,5,6,50,90,5,2,5,16,18,13,12,69,96,5,2,7,5,4,6,7,16,5,53,68,86,92,2,4,93,15,1,2,8,7,96,87,2,5,12,12,1,4,1,3,3,0,1,50,14,7,34,39,86,96,86,99,14,24,4,18,18,5,8,7,1,1,1,99,55,4
Hunan,China,27.6104,111.7088,9,30,26,19,10,21,83,18,76,91,85,7,8,64,92,82,20,33,0,28,49,98,96,93,95,68,18,3,13,5,8,42,97,91,16,84,100,41,65,13,51,94,54,61,88,97,8,3,7,8,6,65,12,11,5,18,18,38,24,96,28,88,98,68,35,74,75,59,96,4,60,83,78,7,4,41,96,16,4,1,35,83,27,79,67,87,99,54,99,79,59,6,90,95,82,63,42,3,2,3,83,96,4
Inner Mongolia,China,44.0935,113.9448,3,7,0,8,6,2,7,4,4,4,3,3,3,0,1,3,3,16,0,2,5,2,3,2,1,2,2,1,6,3,4,5,7,5,3,2,2,4,1,3,3,2,1,12,33,8,4,2,5,2,20,19,7,4,5,15,6,3,3,19,10,28,10,1,2,2,1,5,12,0,4,5,1,7,3,0,1,28,1,1,16,1,1,3,5,1,2,1,1,1,6,2,4,1,0,1,2,1,1,6,3,2,0
Jiangsu,China,32.9711,119.455,6,44,26,14,97,100,98,13,56,94,66,5,19,49,55,94,24,3,0,2,39,60,15,33,38,98,89,8,21,2,1,4,4,4,6,9,32,41,2,7,7,97,12,9,53,95,6,3,3,4,2,12,5,6,4,71,5,22,96,74,19,3,7,1,2,7,9,34,100,69,6,7,46,10,2,1,4,3,0,1,5,4,1,1,64,100,96,59,80,21,99,56,4,3,0,2,1,1,1,6,9,96,10
Jiangxi,China,27.614,115.7221,9,14,50,46,9,2,64,5,17,85,94,12,7,47,99,95,23,40,32,7,35,47,89,95,100,98,21,18,12,6,3,9,87,90,28,9,99,21,13,10,32,95,89,87,80,100,47,2,6,4,4,30,14,10,3,9,12,6,9,77,85,70,98,90,22,96,96,96,99,36,79,99,79,15,1,10,98,40,10,1,70,92,60,74,39,96,100,93,100,97,89,14,97,100,32,35,16,2,1,2,84,100,12
Jilin,China,43.6661,126.1923,4,9,0,10,7,9,14,15,10,7,4,10,8,0,2,5,4,4,47,43,6,22,22,3,2,2,1,1,7,5,3,8,1,2,7,7,3,7,2,10,5,4,5,36,8,15,19,2,6,3,3,94,55,15,9,13,14,10,55,6,15,25,35,64,6,7,75,13,86,18,5,12,1,18,43,0,78,23,92,4,2,3,3,0,6,53,4,0,0,2,7,1,4,6,1,1,3,1,75,15,2,2,1
Liaoning,China,41.2956,122.6085,2,7,0,7,9,42,9,6,2,4,3,3,3,0,1,5,5,8,15,3,2,9,5,2,3,1,1,1,3,2,1,2,11,2,5,2,2,4,1,4,2,4,4,9,31,66,13,1,4,2,5,98,7,3,3,10,6,2,17,27,20,2,93,8,2,3,83,10,93,1,2,5,2,4,3,0,1,6,14,0,3,2,1,2,8,73,1,1,0,1,6,1,2,1,0,2,1,1,1,5,5,2,1
Macau,China,22.1667,113.55,12,9,0,9,9,20,30,2,9,10,11,18,14,0,16,19,16,7,19,3,9,14,15,30,90,78,33,62,15,3,5,9,10,66,91,41,44,27,3,8,9,56,18,74,85,87,85,6,7,6,5,7,6,10,14,11,12,6,6,2,10,8,24,62,16,14,20,35,52,43,41,78,21,38,12,3,16,51,63,43,21,6,8,9,18,28,17,46,60,79,67,18,41,75,74,98,100,71,44,9,4,66,23
Ningxia,China,37.2692,106.1655,3,12,0,7,16,39,12,6,30,17,3,6,3,0,28,11,4,3,0,0,5,0,4,8,3,5,14,2,4,1,1,12,1,1,2,3,1,4,2,1,2,1,1,3,4,3,1,2,4,2,4,4,3,2,2,1,12,16,1,1,1,1,1,0,2,3,1,6,3,0,1,4,5,2,0,0,0,0,0,0,1,0,2,1,7,15,1,2,4,12,11,36,5,2,3,3,3,1,1,1,8,1,0
Qinghai,China,35.7452,95.9956,5,17,3,21,19,2,15,9,7,17,7,5,5,0,8,5,9,25,19,10,10,4,17,7,3,7,15,7,6,8,20,7,3,2,3,7,7,6,7,8,12,6,4,10,4,4,6,4,8,7,11,13,11,16,16,19,23,12,13,1,15,22,9,4,14,1,10,21,17,2,12,7,4,11,31,2,10,4,9,20,11,8,6,7,14,7,11,26,27,15,9,5,28,32,19,10,17,11,2,8,4,5,22
Shaanxi,China,35.1917,108.8701,5,11,0,12,60,20,43,8,40,26,6,10,6,0,39,30,3,17,0,0,5,2,4,27,46,43,28,4,4,1,2,26,3,1,3,30,24,9,1,3,2,1,1,3,3,4,2,3,5,3,33,4,3,2,2,1,16,87,17,2,4,42,2,1,2,3,2,24,7,0,1,2,2,2,0,3,0,0,0,0,1,1,3,7,12,43,16,20,39,6,8,42,9,4,4,4,2,2,2,11,46,5,1
Shandong,China,36.3427,118.1498,2,5,0,3,76,82,91,4,1,5,5,2,47,4,1,7,6,2,0,0,7,2,3,3,2,9,6,1,30,2,1,3,18,1,21,4,5,6,3,5,5,4,2,6,84,64,2,1,5,3,3,54,3,1,85,76,3,15,46,2,18,2,5,1,1,1,34,4,61,5,1,6,6,2,1,0,0,0,0,0,1,0,0,1,9,40,3,1,1,2,2,4,10,2,0,1,1,2,10,85,39,9,2
Shanghai,China,31.201999999999998,121.4491,5,30,87,71,21,10,62,7,65,94,99,8,6,0,89,98,26,4,0,3,38,99,96,96,100,100,97,9,13,2,1,2,6,8,10,6,93,95,2,5,5,100,95,16,25,91,50,4,3,4,4,12,4,7,2,11,14,2,71,94,71,8,19,6,2,54,59,50,99,70,4,88,73,4,2,1,4,4,1,0,51,85,1,2,38,100,100,100,94,99,95,69,2,4,2,1,1,1,1,3,2,98,54
Shanxi,China,37.5777,112.2922,1,6,0,5,69,14,57,7,6,5,10,2,7,0,1,16,6,2,0,0,6,0,2,7,3,21,25,5,6,1,1,6,4,1,2,4,2,6,2,2,2,0,2,2,5,1,2,3,4,2,4,4,3,1,35,5,5,64,7,1,1,5,1,1,2,6,0,43,36,0,3,4,4,1,0,0,0,0,0,0,1,0,5,60,16,90,3,2,3,3,5,88,7,1,0,2,2,10,13,9,68,8,0
Sichuan,China,30.6171,102.7103,6,12,4,25,18,27,12,17,13,26,11,3,12,26,16,24,31,28,21,30,17,17,47,57,53,34,38,35,17,32,21,25,53,31,10,35,35,25,32,31,21,6,3,4,43,56,16,28,31,14,38,20,16,13,8,17,15,48,68,18,66,51,55,40,28,18,24,35,79,52,50,41,44,22,24,53,37,33,9,10,59,91,31,82,36,64,84,49,68,56,36,43,79,79,66,53,51,59,20,62,73,86,56
Tianjin,China,39.3054,117.323,1,4,0,4,34,54,6,2,1,3,3,5,3,0,2,4,4,8,0,0,5,2,4,2,2,3,8,2,13,1,1,4,61,1,1,10,8,5,2,2,2,3,3,5,88,9,5,2,3,2,12,32,3,3,2,7,3,5,4,12,4,28,26,1,1,28,28,65,99,1,3,2,2,1,2,0,1,0,0,0,0,0,1,3,11,73,1,1,1,1,34,13,1,2,1,0,2,5,2,14,5,3,2
Tibet,China,31.6927,88.0924,4,23,17,20,20,2,15,13,14,5,6,3,7,0,1,8,24,15,11,8,10,4,7,4,4,7,6,4,7,5,4,6,7,2,4,5,4,4,5,8,8,5,5,6,3,4,6,8,7,4,15,18,27,14,15,13,20,4,7,2,5,9,7,5,3,7,6,5,6,3,8,7,5,6,13,7,4,4,13,9,11,7,12,3,15,6,8,7,7,9,8,8,16,11,9,13,7,18,10,20,8,20,5
Xinjiang,China,41.1129,85.2401,4,6,0,6,6,1,6,3,1,7,4,2,2,1,3,3,32,20,1,0,3,1,8,2,3,4,3,1,3,4,4,1,1,1,2,3,0,3,2,3,3,2,0,3,2,3,3,4,4,2,3,2,1,1,0,2,3,0,3,2,4,2,5,1,2,1,2,5,1,1,2,2,1,1,1,0,1,0,0,0,0,0,1,1,9,5,3,2,3,6,6,5,5,5,5,4,2,2,1,1,1,3,2
Yunnan,China,24.974,101.48700000000001,19,11,11,82,95,81,9,4,4,13,6,4,6,0,2,5,5,5,0,2,4,1,1,14,31,5,3,9,17,24,10,16,3,3,5,4,3,3,5,64,81,2,1,5,4,14,12,8,22,12,5,6,11,16,10,8,5,36,59,13,3,1,12,38,5,4,2,8,5,2,3,4,2,3,4,1,5,3,0,0,2,2,3,2,4,5,5,4,5,4,2,1,3,4,27,4,0,2,1,6,5,3,8
Zhejiang,China,29.1832,120.0934,6,13,45,49,13,2,25,2,40,96,100,30,10,7,95,99,51,9,19,5,10,41,91,98,100,100,86,34,21,21,4,4,23,74,87,13,98,90,16,5,15,70,94,86,40,96,55,3,5,4,4,23,33,8,2,21,81,11,8,78,96,20,81,89,9,83,55,77,98,67,6,77,45,28,3,0,12,30,4,1,40,93,19,5,14,96,97,100,98,91,96,48,11,44,30,4,11,3,1,2,3,99,28
,Colombia,4.5709,-74.2973,98,96,78,57,55,63,55,45,20,17,13,22,28,23,42,45,39,36,37,48,69,87,87,69,73,86,84,84,87,89,84,39,74,86,49,22,16,9,37,81,83,28,11,22,39,62,61,44,43,36,74,77,84,92,93,85,82,86,71,61,61,67,74,71,64,39,53,65,89,85,92,87,91,93,93,92,81,77,70,68,87,86,61,84,94,92,93,77,77,68,91,92,94,95,84,87,89,97,95,93,95,89,91
,Congo (Brazzaville),-4.0383,21.7587,87,84,9,49,74,25,72,74,63,78,20,24,28,6,45,36,77,86,1,27,39,38,17,16,32,17,15,21,57,68,26,75,49,54,94,53,7,18,84,83,97,8,33,82,56,22,36,35,64,66,39,19,38,57,59,10,10,76,13,30,68,47,66,11,9,59,56,79,74,34,63,85,59,15,64,94,85,50,14,13,92,89,5,6,71,56,24,4,16,16,14,22,81,82,27,64,55,22,76,56,91,56,93
,Congo (Kinshasa),-4.0383,21.7587,87,84,9,52,74,25,72,74,63,74,20,24,28,6,45,36,77,86,1,27,39,38,17,16,32,17,15,21,57,68,26,75,49,54,94,53,7,18,84,83,97,8,33,82,56,22,36,35,64,66,39,19,38,57,59,10,10,76,13,30,68,47,66,11,9,59,56,79,74,34,63,85,59,15,64,94,85,50,14,13,92,89,5,6,71,56,24,4,16,16,14,22,81,82,27,64,55,22,76,56,91,56,93
,Costa Rica,9.7489,-83.7534,53,42,79,86,70,61,46,37,63,52,53,73,75,79,75,68,73,78,87,86,90,80,86,82,77,85,81,90,85,91,73,43,59,79,71,60,69,55,45,60,60,46,66,68,45,42,36,56,70,62,61,66,64,37,17,32,47,55,40,28,56,28,17,45,27,21,26,39,39,28,26,24,57,69,56,49,34,25,28,27,37,41,40,66,70,59,65,45,38,53,49,39,38,43,45,36,37,47,63,35,46,64,57
,Cote d'Ivoire,7.54,-5.5471,3,5,3,7,3,0,1,4,1,5,7,13,5,0,3,4,7,3,1,14,52,52,5,4,2,3,7,3,5,5,5,5,3,4,5,3,2,4,3,6,30,11,5,4,2,1,3,9,13,5,18,16,15,7,7,6,1,4,6,5,7,20,25,14,53,5,13,55,72,20,12,8,2,15,35,0,32,28,17,16,22,56,87,37,94,41,44,28,56,53,13,51,9,7,7,2,44,57,67,78,72,10,35
,Croatia,45.1,15.2,11,4,1,21,17,0,4,2,0,5,12,7,3,10,8,7,6,46,73,62,5,1,5,3,47,75,23,81,73,9,15,40,40,26,83,34,2,3,4,12,65,41,19,11,85,7,3,9,56,28,20,4,4,3,2,24,82,43,64,3,86,92,74,77,5,83,69,8,6,8,4,5,13,13,4,0,1,4,1,1,22,49,22,91,82,88,48,2,12,17,23,3,2,1,1,0,1,0,1,1,1,5,1
,Diamond Princess,0.0,0.0,43,84,62,15,8,34,78,48,54,89,75,23,13,39,64,79,75,39,43,45,81,81,52,20,22,76,45,85,56,38,10,10,8,16,23,45,32,74,77,69,94,75,75,49,25,33,31,35,19,52,89,87,82,56,42,59,44,72,88,54,82,71,17,8,15,14,97,66,32,17,40,16,81,98,97,88,57,93,80,20,15,57,97,99,92,13,17,48,6,70,54,94,60,80,21,12,23,34,62,23,67,41,13
,Cuba,22.0,-80.0,46,48,15,10,17,30,7,10,11,22,44,20,30,28,16,8,20,12,34,47,72,62,7,10,20,19,24,24,53,42,39,46,24,26,10,13,14,28,33,57,43,34,34,21,19,22,11,17,19,21,21,31,46,42,36,16,13,67,39,6,4,7,7,9,6,8,57,47,11,19,27,16,23,16,17,8,9,9,8,9,10,10,17,13,8,10,10,6,3,5,11,11,40,76,13,5,3,7,13,9,8,9,24
,Cyprus,35.1264,33.4299,46,95,98,68,26,86,96,88,60,11,4,10,5,25,10,88,99,40,78,37,9,3,28,18,3,3,8,82,22,34,9,6,3,5,9,51,63,25,30,7,5,70,71,55,8,19,12,5,38,77,5,93,46,20,77,6,3,3,18,73,28,4,5,1,4,22,1,4,5,3,4,71,99,65,7,5,62,1,23,7,49,1,1,4,6,5,51,40,2,9,13,42,9,8,3,2,9,12,56,85,65,4,1
,Czechia,49.8175,15.472999999999999,15,7,5,66,23,0,10,22,85,8,27,7,5,0,2,6,6,90,56,33,5,2,6,7,4,11,30,28,36,20,49,68,92,93,97,84,5,24,10,6,82,76,50,42,65,10,8,42,49,65,30,76,12,90,64,66,57,28,82,52,17,50,88,21,6,71,57,11,33,45,98,44,61,7,3,0,33,5,6,64,97,21,3,2,4,2,2,1,24,22,41,1,2,16,16,0,1,0,1,1,4,5,1
Faroe Islands,Denmark,61.8926,-6.9118,91,88,70,89,90,95,90,62,48,92,88,68,88,88,65,81,93,57,92,66,28,55,80,76,89,80,65,53,34,74,56,40,13,81,28,70,33,19,87,55,62,59,26,38,90,86,79,82,73,82,87,86,78,71,30,67,48,54,68,90,88,64,59,59,61,67,82,81,71,91,68,75,51,87,42,97,73,50,85,5,64,94,100,96,28,48,34,11,4,9,18,59,55,32,93,97,86,92,56,18,50,92,61
Greenland,Denmark,71.7069,-42.6043,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,11,12,13,14,22,17,11,19,17,19,16,16,21,18,14,17,11,12,20,6,14,10,9,20,20,10,13,21,16,17,18,13,16,12,10,21,30,34,25,6,18,15,33,16,34,34,26,23,19,15,12,13,21,13,17,22,24,14,18,15,35,25,23,54,68,56,47,32,27,19,18,22,11,27,25,19,17,24
,Denmark,56.2639,9.5018,18,24,83,73,25,22,46,65,94,57,67,98,23,97,100,11,80,90,1,6,26,4,25,32,27,51,86,80,54,88,85,79,35,77,45,16,21,20,51,93,93,86,90,63,41,97,98,90,94,95,96,84,97,81,73,95,82,60,42,94,87,59,96,32,35,9,13,90,76,97,59,91,71,6,70,78,24,97,13,7,8,3,1,0,2,2,2,2,7,18,9,30,28,17,49,1,1,18,2,8,3,92,5
,Djibouti,11.8251,42.5903,18,14,11,21,11,4,22,13,11,16,37,18,23,24,39,10,8,4,2,6,10,21,62,53,30,19,35,39,14,10,11,13,21,34,12,17,7,10,2,9,8,14,21,39,10,6,5,7,14,7,6,12,15,14,10,6,11,5,4,2,4,4,9,1,3,2,2,5,11,8,8,8,5,17,12,28,24,21,23,4,44,55,45,24,73,13,14,13,11,9,9,7,6,4,6,5,1,2,1,3,6,11,21
,Dominican Republic,18.7357,-70.1627,59,45,47,19,27,20,14,45,38,57,73,60,84,90,92,93,53,23,84,86,78,69,16,81,74,68,88,56,49,35,22,30,33,41,78,78,52,33,28,31,37,68,73,59,49,33,67,64,66,57,51,52,22,63,89,81,31,46,33,33,34,80,94,90,43,23,22,50,99,98,99,85,90,70,51,31,16,15,33,56,86,51,28,94,68,23,60,71,50,43,22,18,10,15,17,66,68,56,82,90,55,15,9
,Ecuador,-1.8312,-78.1834,80,86,78,70,30,35,26,35,30,32,77,71,78,63,69,62,71,68,79,82,52,42,61,60,75,80,85,39,37,59,54,49,80,89,94,74,31,37,56,59,86,52,32,49,50,68,77,62,70,66,54,62,66,88,81,76,65,88,81,81,78,78,80,64,74,83,84,70,74,81,81,72,75,86,89,77,81,85,80,70,76,54,43,61,67,56,51,87,79,82,76,86,88,81,45,71,96,93,91,78,87,74,88
,Egypt,26.0,30.0,2,5,2,9,4,0,5,2,1,5,4,4,3,0,2,2,7,3,0,2,3,1,2,3,2,2,3,1,1,3,3,3,2,3,5,3,1,3,1,4,4,2,1,2,1,1,2,4,12,3,3,1,1,2,13,5,1,1,1,1,1,2,2,1,2,0,0,1,4,3,6,26,7,2,2,0,1,1,0,1,1,1,6,2,2,2,3,1,0,4,4,1,1,0,1,1,1,0,1,1,1,1,0
,El Salvador,13.7942,-88.8965,52,13,17,12,27,8,9,6,5,14,9,20,12,6,7,8,28,24,14,7,6,6,9,10,22,10,12,22,12,12,22,15,27,14,9,12,8,7,17,22,6,8,12,10,6,10,8,7,7,6,7,6,9,9,9,8,11,11,7,7,7,8,8,8,5,7,9,8,8,16,10,9,16,16,28,8,10,13,11,7,13,35,22,17,9,9,11,7,5,21,19,10,42,50,15,26,41,18,6,7,8,9,13
,Equatorial Guinea,1.5,10.0,53,49,46,30,57,75,45,56,74,63,51,52,46,52,69,82,97,48,67,56,63,21,19,38,13,14,34,63,53,56,64,54,81,79,56,62,65,61,62,76,56,39,70,49,26,31,53,67,57,42,57,80,59,44,56,55,90,37,35,54,48,44,47,72,48,86,77,23,40,57,77,51,70,93,80,79,77,75,62,94,28,38,86,98,99,51,21,74,79,51,78,95,59,91,99,44,85,56,84,67,78,95,70
,Eritrea,15.1794,39.7823,38,18,3,20,75,56,35,60,77,70,64,25,8,1,6,10,5,5,15,40,38,31,33,28,10,10,8,3,21,56,17,61,73,47,31,16,16,13,5,45,20,14,8,11,23,5,5,6,13,9,50,11,9,17,8,28,15,3,5,5,15,5,13,20,6,3,2,23,21,11,7,4,5,20,4,0,5,14,9,3,7,4,7,3,3,2,5,3,5,6,5,2,10,16,8,2,1,1,2,2,7,4,7
,Estonia,58.5953,25.0136,14,18,78,46,19,64,30,66,5,25,15,92,20,81,98,92,12,28,42,8,45,20,17,47,28,50,63,70,56,75,62,84,92,54,10,27,50,31,33,36,93,84,64,77,17,67,87,93,52,89,75,84,92,90,16,46,93,63,44,42,73,23,24,92,65,39,35,19,16,75,98,90,92,25,10,99,5,91,41,27,13,6,4,2,2,2,5,2,11,32,11,55,63,95,16,2,21,4,5,31,14,13,92
,Eswatini,-26.5225,31.4659,31,41,37,35,28,18,8,7,64,95,47,46,86,61,14,33,21,80,86,63,9,6,46,28,26,11,20,10,8,31,6,7,8,3,7,15,46,78,85,80,99,95,41,10,5,4,6,9,46,63,62,79,38,90,12,12,5,4,88,46,12,28,12,3,3,6,9,5,6,4,41,36,10,36,45,87,19,9,8,8,23,21,64,28,5,14,28,37,0,9,8,25,6,12,96,2,2,6,9,37,9,6,3
,Ethiopia,9.145,40.4897,7,27,10,16,7,10,24,5,3,5,9,39,49,22,2,6,5,4,0,3,5,2,6,25,33,35,48,31,12,12,9,28,7,14,12,6,14,10,2,5,4,5,74,51,13,5,5,10,16,17,10,12,17,7,3,5,6,3,4,1,2,2,3,2,3,3,3,5,6,13,18,16,8,18,28,78,72,36,38,40,60,71,83,38,80,19,4,3,10,11,32,25,28,25,24,6,2,2,5,9,10,27,84
,Fiji,-17.7134,178.065,49,14,25,25,23,38,54,56,62,47,20,67,81,81,86,94,93,89,68,56,27,16,33,45,34,50,67,39,41,63,40,54,80,44,57,48,53,69,82,76,66,56,59,67,78,64,30,31,57,27,16,19,26,40,8,42,46,48,35,32,33,53,34,12,45,72,61,68,91,96,91,89,81,71,62,88,85,99,100,98,99,93,92,68,82,85,75,90,78,87,95,82,77,95,98,94,96,99,99,59,64,34,33
,Finland,64.0,26.0,65,50,81,39,24,13,19,84,32,8,30,79,5,71,89,51,70,76,83,76,39,19,51,37,27,16,18,49,18,30,24,38,64,28,15,32,3,28,16,39,92,66,40,79,20,75,77,85,81,24,12,83,88,75,59,18,8,2,5,4,27,25,13,21,62,33,9,47,49,63,74,78,44,7,74,87,76,21,27,5,19,4,2,3,9,9,17,26,16,14,72,27,48,81,38,7,11,1,9,37,28,18,88
French Guiana,France,3.9339,-53.1258,15,10,12,17,50,68,26,85,70,59,30,32,57,91,96,91,89,88,31,28,57,17,7,3,14,91,97,81,40,56,73,86,16,21,37,24,45,21,23,65,28,89,92,51,32,22,83,92,26,26,19,13,36,68,88,80,35,8,10,11,6,41,33,51,36,16,11,27,12,13,13,10,16,9,13,14,14,11,94,42,18,34,37,57,95,66,86,95,98,99,72,78,96,100,96,80,48,55,95,61,90,99,42
French Polynesia,France,-17.6797,149.4068,12,30,40,70,56,69,67,74,59,74,45,6,35,88,20,14,27,66,36,18,15,3,20,33,85,88,84,98,96,76,14,49,62,46,17,41,35,13,22,17,16,15,50,45,46,51,60,67,85,50,24,36,71,94,99,95,39,65,77,16,23,27,21,3,4,7,64,25,10,81,100,100,100,74,28,19,64,51,38,44,93,34,22,19,49,88,44,56,71,59,18,38,7,16,6,3,4,6,34,69,14,5,3
Guadeloupe,France,16.25,-61.5833,15,18,56,36,71,64,28,30,54,56,39,71,79,84,96,84,39,42,79,31,12,64,51,30,60,57,56,31,16,12,19,8,16,23,16,20,50,19,48,51,66,59,71,65,66,79,83,37,50,31,54,19,19,37,17,51,55,38,8,16,21,24,16,35,37,14,26,32,21,27,41,30,38,27,37,55,19,19,41,34,78,72,98,86,88,22,25,44,37,31,15,17,14,6,31,9,12,5,4,6,8,6,8
Mayotte,France,-12.8275,45.1662,94,67,42,32,52,48,59,70,41,78,67,85,93,96,78,92,97,94,84,91,61,92,96,90,94,93,28,49,78,87,93,43,18,67,80,20,50,57,37,35,24,18,52,85,81,27,42,76,21,23,62,83,95,92,91,98,91,62,32,88,47,49,52,14,28,25,89,79,85,51,19,73,80,69,79,20,32,18,15,6,32,38,27,25,14,55,21,48,35,15,9,17,8,7,15,20,48,55,6,15,12,53,45
New Caledonia,France,-20.9043,165.618,11,17,12,28,21,32,37,14,31,85,98,94,52,48,49,33,18,43,44,24,22,14,41,17,39,83,27,40,36,17,20,55,50,32,35,34,70,68,70,94,98,100,98,71,24,72,28,22,39,30,11,14,17,23,16,37,69,67,55,97,78,93,72,52,51,44,62,41,37,28,34,25,41,99,99,34,67,69,36,6,22,32,45,11,12,25,51,35,61,25,14,18,60,96,94,93,75,16,39,36,16,7,24
