Province/State,Country/Region,Lat,Long,1/1/20,1/2/20,1/3/20,1/4/20,1/5/20,1/6/20,1/7/20,1/8/20,1/9/20,1/10/20,1/11/20,1/12/20,1/13/20,1/14/20,1/15/20,1/16/20,1/17/20,1/18/20,1/19/20,1/20/20,1/21/20,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20
Reunion,France,-21.1351,55.2471,61,52,68,85,89,38,44,44,30,36,62,66,68,47,47,69,86,56,68,49,98,92,73,98,88,48,39,15,18,26,28,44,47,50,20,25,45,42,24,27,38,59,43,28,16,56,28,30,26,20,30,43,28,16,12,59,92,83,50,39,51,69,57,53,76,94,95,39,68,84,57,78,97,84,20,22,25,20,5,3,12,21,60,79,53,26,12,16,17,72,71,16,31,57,48,38,33,21,48,36,41,43,45
Saint Barthelemy,France,17.9,-62.8333,65,46,55,15,27,12,26,35,33,41,32,35,68,64,91,80,37,30,28,67,74,35,14,62,43,47,75,63,42,35,20,9,11,8,13,20,39,22,36,32,50,32,40,51,37,69,78,71,45,20,28,12,22,28,17,9,22,39,9,11,28,10,10,10,8,11,19,25,8,13,9,20,39,39,48,35,25,25,19,48,72,85,96,36,40,17,39,41,30,10,16,12,5,6,7,7,8,12,39,53,15,8,8
St Martin,France,18.0708,-63.0501,69,55,57,19,23,14,23,32,33,41,27,39,64,61,88,82,33,28,23,64,72,31,14,66,62,57,76,65,73,39,27,10,13,10,13,19,43,18,38,26,47,28,45,46,31,65,80,61,36,20,27,12,24,26,16,10,23,37,12,13,28,12,11,11,8,12,20,27,9,18,10,18,40,46,56,32,26,24,23,46,67,83,94,32,30,15,31,34,28,10,14,10,5,7,7,6,8,12,50,64,17,8,8
Martinique,France,14.6415,-61.0242,17,25,49,56,51,69,41,20,33,52,49,65,79,92,90,65,40,35,48,12,16,24,76,36,19,26,15,14,12,36,21,14,27,27,23,26,22,35,41,83,84,40,71,84,50,53,50,41,54,34,63,40,20,21,31,78,38,36,14,28,19,18,17,35,33,14,24,13,23,21,35,28,28,34,45,22,15,18,15,23,60,82,84,14,31,26,18,48,23,51,12,12,11,15,11,9,9,9,7,6,7,7,8
,France,46.2276,2.2137,18,10,24,31,8,0,20,37,59,74,3,7,19,0,10,5,83,5,16,6,6,2,6,7,8,43,90,98,81,93,64,40,95,24,68,15,1,4,3,15,81,72,34,73,32,3,4,93,35,61,9,19,5,4,4,78,87,88,10,56,71,95,84,36,95,86,47,56,74,88,11,12,1,6,2,85,12,3,4,33,10,20,5,1,2,2,1,2,28,20,2,0,2,1,1,0,14,0,2,4,2,6,16
,Gabon,-0.8037,11.6094,35,53,83,43,61,35,56,68,88,48,20,30,25,32,62,79,82,65,46,69,46,19,24,25,11,21,17,45,55,67,53,62,83,94,76,38,65,72,77,63,48,72,47,71,21,32,41,65,56,73,18,84,78,63,51,53,91,32,74,65,38,78,72,73,65,81,94,54,59,54,81,78,35,63,77,86,67,40,81,97,48,38,96,81,94,72,24,52,70,70,74,96,31,85,97,46,85,62,93,64,56,95,67
,Gambia,13.4432,-15.3101,3,4,3,5,3,0,0,1,0,4,4,8,3,0,3,4,6,2,1,2,5,3,13,9,3,3,5,4,5,7,8,5,2,4,5,6,3,4,3,2,3,0,5,5,6,4,5,5,6,2,4,6,7,10,7,6,4,5,3,3,4,4,1,1,2,2,2,6,6,2,6,5,0,2,1,0,1,1,1,0,1,2,3,4,7,5,6,6,5,11,6,5,6,6,5,2,2,0,2,3,3,6,2
,Georgia,42.3154,43.3569,90,94,18,11,6,0,7,14,78,77,65,88,71,3,18,7,7,12,0,0,50,61,77,60,21,9,10,1,22,23,89,65,55,81,94,31,7,89,60,17,8,4,67,93,78,4,7,14,10,5,19,11,11,86,28,92,13,1,47,24,91,33,4,1,1,0,1,1,2,0,5,37,5,90,86,97,86,65,38,34,40,5,3,3,24,5,1,2,44,99,92,83,95,8,93,5,90,18,5,1,13,72,93
,Germany,51.0,9.0,10,17,75,65,36,10,19,53,99,88,4,13,24,61,28,21,50,38,35,14,7,5,9,8,4,20,88,84,61,42,35,93,81,68,97,14,3,7,7,50,98,74,34,87,53,6,61,71,69,87,80,75,19,96,77,85,83,74,53,75,76,89,80,50,83,91,54,21,50,97,97,74,35,43,5,2,36,3,6,67,60,3,0,0,1,2,1,1,44,18,21,2,4,53,5,0,1,1,1,7,4,3,1
,Ghana,7.9465,-1.0232,4,5,3,6,3,0,5,4,1,4,37,26,6,0,1,5,7,3,1,4,7,3,5,5,3,3,5,3,6,4,4,4,3,4,5,6,4,5,3,6,8,4,5,4,2,4,5,7,10,3,7,8,8,5,4,5,3,4,7,4,4,13,17,34,12,7,23,11,44,56,51,20,9,30,20,1,10,6,28,20,10,56,43,95,35,19,27,7,61,13,10,12,9,5,7,5,17,23,63,85,90,60,30
,Greece,39.0742,21.8243,6,11,1,5,70,28,7,1,0,3,4,56,50,1,3,5,5,4,0,6,4,1,2,3,7,13,90,20,57,50,7,8,6,4,19,90,49,4,4,3,7,15,13,14,87,95,28,6,7,6,94,25,45,4,1,1,12,55,56,5,2,5,5,65,19,7,15,69,69,23,10,3,0,6,85,84,2,2,3,1,1,89,100,84,78,99,99,91,47,13,24,91,30,80,98,98,91,27,1,1,1,4,10
,Guatemala,15.7835,-90.2308,78,24,12,13,89,62,16,71,90,48,67,37,85,89,86,62,80,98,92,66,94,89,39,11,19,49,17,25,45,66,69,42,96,88,17,23,13,11,63,33,20,25,19,14,14,73,56,14,17,24,26,26,42,82,39,13,11,65,95,51,49,12,8,8,7,45,95,87,95,91,71,52,11,10,11,25,39,14,12,11,12,31,48,17,9,9,9,7,12,6,23,15,44,17,4,4,12,5,2,3,4,7,8
,Guinea,9.9456,-9.6966,2,4,3,6,2,0,2,3,0,5,1,5,2,0,2,2,6,3,1,2,6,23,5,5,2,3,4,5,6,4,5,4,3,5,5,4,2,3,2,3,5,3,5,5,5,1,2,5,7,2,6,13,11,5,4,6,4,3,4,3,5,3,1,2,3,2,3,9,14,5,10,7,0,0,1,0,6,7,4,2,7,24,70,11,41,44,64,10,33,16,5,5,7,8,6,7,16,19,12,7,65,63,68
,Guyana,5.0,-58.75,66,11,12,7,17,11,2,26,82,61,55,54,25,53,92,96,52,69,53,32,41,55,13,3,9,12,42,74,31,56,47,77,47,5,7,17,16,31,14,6,33,11,89,71,40,24,6,36,33,16,25,8,7,7,53,52,26,3,2,8,11,4,7,3,5,25,16,12,10,18,3,9,11,8,30,44,72,48,71,63,83,68,13,35,43,18,13,19,84,99,96,60,9,74,68,34,68,53,90,72,41,82,44
,Haiti,18.9712,-72.2852,81,44,16,20,16,18,15,18,27,20,22,21,28,20,10,49,26,8,35,16,36,77,81,64,20,30,38,47,22,28,47,27,28,51,49,53,41,13,14,35,19,27,35,25,18,18,41,39,54,28,33,32,62,55,49,30,31,25,51,19,51,61,45,67,47,28,45,75,82,66,65,67,81,39,17,11,9,9,8,22,40,17,9,56,64,12,12,37,18,22,21,39,42,68,50,25,15,15,14,16,14,16,16
,Holy See,41.9029,12.4534,5,6,2,8,5,0,4,4,2,5,4,7,6,2,1,5,6,97,23,11,6,3,5,20,82,35,16,56,19,8,12,18,28,7,19,17,2,2,2,12,33,6,5,10,74,2,5,5,7,39,8,3,8,5,5,8,53,47,56,3,82,97,79,13,25,94,69,8,38,5,4,6,4,26,6,0,4,2,1,2,6,24,8,2,42,100,82,52,18,33,54,1,1,2,0,1,2,0,1,4,1,4,1
,Honduras,15.2,-86.2419,37,44,14,7,27,70,68,60,68,68,52,48,31,64,74,48,79,66,75,77,75,88,56,28,41,17,10,20,27,51,56,9,41,91,78,20,13,8,35,41,34,37,32,13,18,30,56,19,21,19,16,40,47,57,49,8,10,17,84,96,95,62,23,11,6,5,32,44,84,79,65,41,45,18,26,37,30,39,24,11,27,60,62,56,14,21,15,12,20,14,22,13,39,13,12,7,7,5,5,7,7,7,8
,Hungary,47.1625,19.5033,12,17,7,19,11,0,5,2,5,4,5,8,8,2,5,8,10,8,16,8,7,7,5,7,10,12,27,97,65,36,28,10,48,43,84,14,1,11,2,3,73,89,20,19,75,9,5,4,14,11,14,43,6,14,32,4,94,6,90,4,49,97,80,94,2,96,41,14,7,0,55,9,17,2,3,0,1,3,2,1,14,3,95,16,19,2,3,6,4,19,5,0,1,1,1,0,1,0,1,1,2,1,1
,Iceland,64.9631,-19.0208,52,36,28,40,44,51,43,36,34,39,37,18,26,44,33,32,36,24,73,70,39,79,52,35,34,33,23,14,16,28,28,14,10,13,44,85,63,75,39,23,54,41,22,11,48,37,39,51,28,31,49,43,37,45,47,36,28,27,37,24,28,12,31,27,16,15,16,19,11,24,36,21,30,17,13,48,49,31,18,46,74,61,54,28,35,53,37,10,21,21,60,45,43,33,35,66,74,60,18,19,59,39,25
,India,21.0,78.0,72,81,21,13,5,1,6,79,9,2,2,2,2,0,7,18,4,6,3,3,4,12,12,2,3,5,9,9,9,3,1,7,5,6,44,7,18,34,5,4,7,4,3,5,1,2,3,3,3,2,6,12,8,5,3,4,1,1,3,2,17,5,5,1,2,2,3,13,10,18,24,10,10,4,2,1,18,42,1,3,1,2,4,6,15,33,12,9,12,7,11,5,4,2,10,7,5,3,1,4,6,8,6
,Indonesia,-0.7893,113.9213,92,93,97,50,66,49,83,64,80,93,96,97,35,81,97,95,89,95,97,90,79,27,60,74,83,90,82,90,92,100,90,55,81,90,83,93,76,83,74,98,94,85,25,45,74,89,97,98,69,54,85,89,61,64,95,90,96,85,97,73,86,75,95,87,99,79,82,81,88,74,12,92,94,86,37,92,82,57,71,98,87,76,95,49,39,92,95,99,59,94,88,25,64,92,80,75,99,96,94,78,84,100,69
,Iran,32.0,53.0,2,5,1,45,7,0,5,2,7,13,49,3,4,9,2,3,3,3,0,2,5,26,36,1,2,9,4,0,1,2,2,2,3,2,5,3,0,1,1,1,1,0,1,1,1,1,1,4,7,4,16,4,2,2,2,4,6,2,1,1,1,1,1,1,0,0,0,2,1,0,2,1,0,1,11,1,4,4,7,0,2,23,9,3,8,3,22,51,67,18,2,3,4,1,1,1,2,6,23,13,27,13,5
,Iraq,33.0,44.0,4,5,2,8,7,0,4,11,17,26,7,4,44,1,2,7,17,5,17,12,93,99,50,85,67,5,4,2,11,5,5,8,4,3,6,2,3,3,2,11,9,14,5,9,3,4,24,50,17,17,67,5,6,5,4,96,83,2,1,2,5,3,3,1,1,3,4,3,1,0,4,6,14,86,79,2,17,83,2,15,87,37,3,1,11,15,13,71,17,5,10,3,1,3,3,1,12,9,8,15,3,6,3
,Ireland,53.1424,-7.6921,21,70,30,19,33,91,78,73,87,68,96,87,86,62,36,77,35,20,4,10,23,52,33,25,40,90,72,81,36,43,64,56,90,47,34,13,16,78,94,99,87,74,83,83,88,94,90,78,88,98,97,96,88,98,95,86,56,39,94,91,72,52,48,28,67,59,78,86,99,92,94,73,62,90,71,71,98,34,20,14,26,5,5,11,35,8,10,10,4,13,11,11,40,50,13,80,47,5,5,6,16,14,97
,Israel,31.0,35.0,5,13,11,56,28,0,7,7,34,37,9,6,20,0,3,6,41,86,19,25,64,49,20,56,4,2,2,4,13,5,10,5,13,6,5,5,3,42,26,60,25,14,4,5,4,2,19,17,7,54,45,10,20,5,34,76,8,2,1,21,38,3,5,1,1,30,6,3,0,3,5,73,98,95,9,2,17,22,4,59,79,4,2,2,6,4,4,11,2,5,5,3,3,1,0,4,1,1,0,4,24,12,3
,Italy,43.0,12.0,6,8,1,19,5,0,5,4,2,8,4,9,2,0,1,5,6,96,2,2,9,2,5,46,78,33,30,28,19,10,21,27,6,11,38,7,3,2,4,7,32,3,6,8,28,2,3,5,11,27,6,2,7,3,3,9,41,7,36,3,84,91,84,31,39,86,56,6,5,2,1,7,3,24,4,0,2,0,0,1,6,12,2,17,56,99,68,8,2,86,61,2,1,1,0,0,1,0,1,1,1,2,0
,Jamaica,18.1096,-77.2975,23,35,24,17,27,16,40,50,28,51,33,15,15,25,30,38,37,24,15,53,79,59,47,10,21,54,34,38,30,26,20,10,23,52,62,64,37,16,15,23,21,35,20,16,13,28,13,43,23,24,42,32,36,44,56,53,44,34,34,63,74,37,37,24,13,14,46,46,79,79,53,59,22,17,16,14,9,14,10,23,46,48,45,24,37,19,13,11,30,18,26,34,26,44,27,21,17,9,6,6,5,6,8
,Japan,36.0,138.0,6,8,0,36,30,1,82,90,24,17,4,22,20,16,63,8,12,17,3,4,10,3,86,10,4,13,46,68,72,28,12,6,1,4,5,28,8,3,15,16,15,2,6,91,4,3,92,92,28,2,5,5,90,10,1,80,86,28,3,47,18,10,3,54,44,2,2,57,5,94,75,2,1,83,15,17,14,61,70,60,1,69,8,5,1,0,80,98,89,15,28,96,76,1,2,16,3,0,8,10,2,8,57
,Jordan,31.24,36.51,4,5,10,22,38,0,5,7,42,64,4,3,3,0,2,3,11,44,28,11,55,9,4,60,2,3,3,3,14,5,11,7,3,3,5,3,2,38,22,50,18,16,3,4,3,1,5,7,10,21,16,5,8,5,3,75,6,2,1,3,40,3,2,1,0,17,3,3,1,1,4,48,93,81,5,1,14,19,3,10,43,3,1,1,1,2,8,12,1,5,2,3,3,2,1,2,1,2,1,3,8,7,2
,Kazakhstan,48.0196,66.9237,16,22,17,39,21,16,14,8,1,7,6,3,6,34,27,8,13,5,0,1,10,22,50,18,19,22,41,41,7,6,3,2,4,4,14,22,5,21,18,78,8,3,19,41,18,15,27,8,7,5,5,8,46,7,6,9,65,15,4,2,3,26,3,2,1,1,1,3,4,0,11,5,1,3,3,15,4,3,3,2,56,6,7,3,4,1,1,1,2,2,0,61,48,3,14,8,1,45,2,37,16,1,3
,Kenya,-0.0236,37.9062,13,55,52,61,30,56,76,61,56,28,34,49,86,66,32,23,12,5,3,5,5,6,20,50,63,75,94,93,78,68,63,83,52,60,40,37,25,9,13,8,5,5,28,61,36,55,56,41,49,54,23,30,53,45,21,17,80,85,15,15,30,43,47,48,17,15,39,74,73,41,37,57,61,54,43,64,73,75,78,68,41,19,52,85,46,75,97,94,48,66,81,30,50,61,39,47,75,41,46,77,28,22,74
,"Korea, South",36.0,128.0,3,6,0,4,3,92,98,75,4,4,5,7,10,0,2,3,2,2,7,10,3,65,77,3,19,11,94,78,75,55,37,14,2,6,2,3,1,3,6,3,5,3,95,16,4,38,91,33,6,2,5,28,72,5,3,93,30,33,53,2,9,11,5,16,4,2,56,4,51,99,4,1,4,2,8,0,1,1,4,0,2,2,1,1,1,89,97,2,3,8,4,4,1,1,0,0,1,1,1,2,5,24,71
,Kuwait,29.5,47.75,2,4,2,18,5,0,4,2,1,15,12,2,3,3,2,4,4,28,0,3,11,28,5,3,6,5,3,1,7,5,5,11,3,3,8,5,9,10,1,4,5,3,4,5,3,4,5,15,15,8,37,6,5,5,41,49,11,2,2,1,4,1,2,1,1,1,0,3,1,1,0,0,0,46,61,1,2,41,1,1,14,11,3,2,3,8,4,39,11,1,2,8,1,2,0,1,3,14,11,17,6,5,3
,Kyrgyzstan,41.2044,74.7661,15,23,13,22,14,4,21,14,8,9,10,11,32,11,10,19,17,5,2,4,14,21,6,8,8,18,13,2,14,14,11,5,2,2,11,8,5,9,4,9,13,20,13,49,10,7,14,14,42,6,10,11,8,15,38,30,7,39,28,9,7,13,12,22,16,9,14,15,13,1,12,12,3,6,4,1,4,10,14,3,21,7,9,82,79,31,8,44,2,6,7,22,46,3,2,3,8,6,9,38,3,6,11
,Latvia,56.8796,24.6032,13,21,61,65,49,57,27,68,6,86,67,88,37,78,64,42,9,19,31,5,47,77,28,49,41,32,56,30,67,48,50,86,90,70,17,28,77,12,39,12,89,86,87,80,27,19,67,72,39,87,60,39,86,83,54,78,75,82,55,40,73,56,60,92,45,5,49,26,14,62,99,91,98,90,10,70,11,73,30,46,33,5,3,3,3,2,2,1,8,23,15,64,60,66,22,3,1,1,1,66,8,8,48
,Lebanon,33.8547,35.8623,54,78,83,81,88,74,66,92,87,45,8,25,41,1,5,48,45,56,79,84,64,6,65,85,7,4,6,43,67,57,87,59,8,9,15,18,12,99,99,50,44,75,84,14,11,10,22,20,23,82,34,63,84,35,23,46,7,1,1,82,84,12,3,1,1,78,25,3,1,2,1,40,93,49,6,1,84,87,88,90,80,6,2,7,8,3,12,54,48,90,14,66,13,4,0,1,3,5,13,30,87,56,5
,Liberia,6.4281,-9.4295,7,6,3,7,4,0,7,5,1,14,28,23,7,5,5,6,7,3,5,27,64,73,8,6,3,10,10,52,20,17,8,18,27,6,8,13,14,22,10,8,39,74,5,4,4,5,9,6,16,11,70,66,75,42,31,6,8,19,45,11,13,31,88,52,54,72,51,72,78,71,48,26,25,49,69,22,60,60,36,24,65,64,99,92,78,61,87,41,79,49,15,55,67,32,34,15,84,62,76,95,63,80,84
,Liechtenstein,47.14,9.55,14,16,30,83,17,0,31,13,2,28,35,9,3,0,2,6,15,87,62,5,4,1,3,4,6,19,33,90,92,45,66,68,96,99,94,77,1,5,5,6,89,96,83,56,87,6,9,75,72,75,16,68,7,38,52,61,87,62,66,17,57,73,83,33,49,67,79,7,91,91,66,56,90,51,6,1,7,4,4,49,52,25,6,5,13,7,6,16,70,77,12,3,5,19,3,0,2,0,3,9,4,6,8
,Lithuania,55.1694,23.8813,18,21,13,77,14,52,18,63,44,99,88,57,86,50,49,13,9,11,12,20,31,70,12,43,42,21,52,48,61,64,77,92,90,33,34,9,65,3,13,7,90,86,95,76,17,9,47,27,54,65,51,48,80,73,53,66,56,48,54,37,80,76,80,85,28,3,74,63,23,27,92,92,74,73,4,33,14,14,22,17,43,5,3,1,1,2,2,3,20,10,19,49,74,41,26,4,1,1,1,7,4,3,2
,Luxembourg,49.8153,6.1296,12,27,69,28,16,9,33,59,99,91,5,12,37,78,33,16,75,40,24,5,6,2,7,5,9,24,98,91,65,65,38,96,95,99,97,12,2,7,20,81,99,93,88,93,56,6,72,89,56,89,75,47,25,95,78,93,78,83,39,87,88,91,67,48,95,91,19,68,75,98,79,71,39,48,14,7,8,8,10,13,95,3,1,1,3,2,2,1,13,6,9,1,3,7,2,0,2,14,1,4,2,5,7
,Madagascar,-18.7669,46.8691,96,96,90,86,68,74,88,93,66,45,25,49,70,72,67,76,93,95,83,87,90,92,93,73,62,72,75,41,50,77,56,11,28,6,56,18,13,55,24,41,50,16,23,56,86,85,88,91,61,81,97,91,95,91,82,80,85,54,49,16,36,49,67,70,32,17,76,56,19,41,40,34,15,56,70,47,51,83,80,69,89,63,10,11,46,59,75,80,47,13,19,15,24,71,30,31,36,32,31,24,8,10,26
,Malaysia,2.5,112.5,93,98,90,90,84,98,94,81,86,96,98,99,86,97,94,94,95,88,97,95,67,43,57,81,76,88,85,60,77,93,13,15,32,70,95,91,50,23,16,95,100,82,35,65,72,97,92,98,75,94,65,70,65,56,42,69,97,81,90,78,84,69,96,96,100,54,63,16,80,56,72,93,89,98,40,72,87,84,85,97,26,82,98,98,44,97,84,99,97,91,97,68,96,75,94,99,99,99,8,68,99,97,65
,Maldives,3.2028,73.2207,13,20,81,61,56,51,45,55,27,24,9,50,84,11,11,6,8,22,67,89,34,52,57,83,67,7,9,4,10,9,8,6,30,17,14,21,6,9,4,17,19,8,39,84,87,81,36,50,83,11,11,65,99,71,30,20,22,6,15,4,6,5,25,12,4,3,8,5,6,5,7,8,59,41,15,11,19,47,30,63,26,16,8,5,12,11,7,6,6,8,10,12,9,8,6,28,24,15,4,8,38,26,19
,Malta,35.9375,14.3754,7,5,2,12,14,0,5,5,3,5,47,82,94,66,15,7,7,9,2,11,26,8,6,5,7,6,10,3,10,10,11,13,9,6,5,14,15,4,3,7,8,3,5,6,8,4,5,5,8,3,8,5,9,5,4,7,6,5,7,4,4,4,44,84,6,2,36,41,28,96,9,7,2,6,6,1,24,4,4,2,33,55,45,66,98,53,43,8,15,100,9,12,35,25,93,2,4,6,2,27,6,6,2
,Mauritania,21.0079,10.9408,6,5,2,7,4,0,2,3,1,7,3,7,3,0,0,3,5,2,0,1,0,1,2,2,3,2,4,3,7,5,5,4,2,4,5,3,1,3,2,1,1,0,1,2,1,1,1,2,3,1,3,1,7,2,1,1,0,1,2,1,1,1,0,1,2,1,1,3,5,0,1,1,0,0,0,0,0,2,1,0,1,7,2,5,6,1,1,2,2,6,2,3,1,2,4,1,1,0,1,2,2,6,2
,Mauritius,-20.2,57.5,77,41,62,91,96,97,90,82,15,11,22,28,52,69,42,60,36,28,63,62,82,96,77,97,95,46,48,18,26,18,48,22,14,38,30,22,28,28,25,19,51,83,76,22,48,64,24,24,28,19,31,23,17,24,12,55,96,95,93,70,70,94,85,56,85,71,88,61,86,95,75,89,98,59,6,39,68,21,5,5,7,31,88,93,40,13,13,22,50,69,75,72,71,73,72,33,7,15,14,28,14,50,40
,Mexico,23.6345,-102.5528,21,87,60,5,8,7,4,7,5,7,6,4,7,4,2,6,9,34,35,52,16,9,10,4,5,68,57,9,6,3,6,8,7,40,80,15,9,4,2,1,1,6,6,4,4,7,3,6,7,7,6,4,10,7,6,6,4,4,2,3,3,3,2,5,5,5,8,35,36,34,23,14,11,5,2,24,28,8,1,1,1,16,4,2,1,4,1,4,1,10,8,15,25,3,1,3,1,3,2,3,2,5,6
,Moldova,47.4116,28.3699,36,22,1,13,56,45,12,2,18,8,8,20,2,0,2,10,6,4,0,5,10,4,30,2,1,5,9,3,34,17,68,36,62,53,80,98,16,47,3,2,76,54,19,11,6,25,5,5,8,6,17,34,14,11,63,8,6,80,12,22,3,10,5,2,33,59,2,62,78,6,12,6,89,49,6,0,10,5,2,3,88,91,16,2,8,2,2,4,0,7,6,1,1,1,1,1,1,1,1,1,4,1,2
,Monaco,43.7333,7.4167,10,10,2,11,7,5,12,5,2,14,7,8,12,11,41,18,91,65,2,3,15,3,8,85,59,32,18,19,8,6,7,12,8,10,10,6,2,4,5,7,10,2,4,5,6,4,6,22,14,3,6,6,9,5,4,7,5,20,1,28,61,95,32,2,93,31,2,4,36,2,9,9,3,33,7,1,4,2,4,21,8,8,11,14,9,32,22,4,8,49,80,5,3,2,1,0,2,0,2,3,2,3,1
,Mongolia,46.8625,103.8467,4,5,0,4,10,1,7,4,2,7,14,3,2,0,2,3,4,4,1,0,6,1,2,2,1,1,1,1,4,6,5,4,1,1,1,2,2,3,2,2,2,2,19,26,5,1,2,3,7,5,25,6,4,3,48,24,17,10,14,19,13,18,8,1,2,1,2,21,3,1,32,5,1,3,2,0,2,5,4,14,2,1,1,1,10,1,3,1,1,41,13,4,2,1,0,1,1,1,3,3,1,1,1
,Montenegro,42.5,19.3,10,9,1,14,10,0,10,3,1,6,5,12,8,1,2,6,5,15,70,2,6,3,3,4,57,99,96,90,89,28,14,16,16,27,89,42,2,6,6,8,71,87,54,11,93,8,9,8,9,36,50,8,7,4,3,27,97,93,92,4,67,95,99,94,9,96,97,98,53,3,14,8,2,31,56,0,5,2,3,1,3,16,28,87,18,39,56,41,8,9,69,94,6,4,6,4,2,0,1,2,1,5,2
,Morocco,31.7917,-7.0926,4,4,2,7,4,0,6,3,2,3,2,1,2,0,2,3,3,2,48,95,17,14,6,4,21,13,4,1,1,2,1,3,2,4,5,2,0,3,2,4,2,0,3,2,1,1,1,5,6,14,17,2,1,2,3,1,0,0,0,1,1,2,2,1,1,17,1,0,1,0,1,8,3,19,52,26,8,9,84,91,75,13,87,100,27,10,74,85,12,6,7,8,4,2,2,2,2,0,4,3,4,5,32
,Namibia,-22.9576,18.4904,47,19,15,24,16,37,41,14,2,6,10,17,16,10,7,5,13,11,1,4,1,1,5,9,4,4,6,2,5,6,5,7,3,4,9,36,30,13,3,1,4,10,20,16,11,15,41,70,72,54,76,76,76,89,40,26,32,30,64,66,65,59,10,11,6,3,4,5,6,3,6,7,4,5,8,9,41,36,8,18,11,5,5,5,9,6,7,9,48,96,90,5,28,24,5,3,5,0,7,13,56,9,2
,Nepal,28.1667,84.25,5,22,78,47,24,2,8,37,44,8,7,5,5,3,2,75,96,9,9,3,2,2,16,19,12,40,25,6,14,14,6,45,12,6,17,15,18,18,23,5,5,4,6,9,5,9,16,27,15,19,28,32,20,24,48,77,81,10,3,5,22,17,24,31,15,37,78,4,8,19,11,8,44,63,51,2,5,24,38,31,51,62,13,5,27,5,15,5,4,3,3,12,6,1,2,2,2,2,15,5,1,7,5
Aruba,Netherlands,12.5186,-70.0358,10,12,11,17,14,31,41,30,32,18,48,24,20,46,55,22,48,16,22,11,14,32,14,19,11,11,27,16,17,14,12,12,14,13,19,14,17,11,11,12,42,10,9,12,26,49,15,16,9,28,25,32,12,14,15,11,16,13,8,23,7,9,9,6,13,12,9,10,9,19,10,20,15,9,15,21,41,10,27,20,18,56,49,23,11,13,12,9,14,12,19,12,7,7,9,34,15,9,8,9,8,10,10
Curacao,Netherlands,12.1696,-68.99,10,12,10,24,15,57,43,44,31,31,54,28,26,55,70,56,71,40,33,18,25,40,15,18,11,12,28,19,15,12,14,15,17,13,14,14,12,11,10,14,32,17,11,20,46,50,22,12,12,42,32,44,12,14,13,13,20,11,8,28,16,7,9,6,14,12,12,10,11,18,12,18,15,11,15,17,48,11,11,20,16,42,46,27,12,13,13,9,17,12,17,11,7,11,11,37,16,13,12,10,8,12,15
Sint Maarten,Netherlands,18.0425,-63.0548,67,54,57,19,22,14,23,33,34,42,28,38,63,62,88,83,34,30,22,65,72,31,15,65,62,59,76,65,72,38,27,10,13,8,13,19,43,18,38,27,47,30,44,46,32,66,80,64,37,21,27,12,24,26,16,9,22,38,11,12,28,12,11,11,7,12,20,27,9,17,9,19,39,44,56,33,25,24,21,46,68,83,94,32,31,15,31,34,27,10,14,11,5,7,7,6,8,11,49,64,16,8,8
,Netherlands,52.1326,5.2913,18,24,95,62,32,16,45,63,100,91,8,42,33,98,86,10,56,48,20,6,13,27,17,13,9,31,93,93,57,33,27,66,83,90,83,12,8,7,61,92,94,70,37,97,21,21,95,84,84,93,95,35,37,97,92,74,94,95,79,87,62,91,50,56,95,97,9,83,57,100,95,80,78,25,16,1,4,2,10,12,10,2,1,0,1,1,1,2,6,23,5,4,11,33,1,0,19,4,1,4,1,4,2
,New Zealand,-40.9006,174.886,5,15,7,34,38,5,16,11,11,3,7,17,90,2,2,4,4,7,5,3,8,15,25,28,10,16,28,28,35,37,8,8,13,13,50,32,8,6,5,9,8,9,2,12,5,10,19,73,61,35,7,36,68,82,2,5,6,8,7,68,7,16,25,74,2,3,1,6,66,37,23,6,6,4,5,9,11,6,18,11,63,91,88,77,9,20,89,100,94,52,45,8,8,3,4,2,0,36,69,64,4,4,64
,Nicaragua,12.8654,-85.2072,16,56,18,16,21,40,56,38,35,50,66,68,45,62,76,72,89,89,48,33,18,44,15,12,23,18,11,13,14,14,16,14,30,19,34,33,34,9,12,28,47,71,70,25,22,27,38,44,22,22,23,15,40,25,25,8,13,9,41,46,86,47,45,6,10,8,40,45,71,74,72,83,20,13,32,48,16,20,26,34,40,61,49,53,31,37,33,24,33,25,28,9,8,7,5,3,4,6,15,10,6,6,9
