date,location,new_cases,new_deaths,total_cases,total_deaths,Source,DateCollection
31/12/2019,Afghanistan,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
01/01/2020,Afghanistan,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
02/01/2020,Afghanistan,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
03/01/2020,Afghanistan,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
04/01/2020,Afghanistan,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
05/01/2020,Afghanistan,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
06/01/2020,Afghanistan,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
07/01/2020,Afghanistan,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
08/01/2020,Afghanistan,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
09/01/2020,Afghanistan,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
10/01/2020,Afghanistan,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
11/01/2020,Afghanistan,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
12/01/2020,Afghanistan,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
13/01/2020,Afghanistan,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
14/01/2020,Afghanistan,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
15/01/2020,Afghanistan,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
16/01/2020,Afghanistan,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
17/01/2020,Afghanistan,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
18/01/2020,Afghanistan,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
19/01/2020,Afghanistan,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
20/01/2020,Afghanistan,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
21/01/2020,Afghanistan,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
22/01/2020,Afghanistan,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
23/01/2020,Afghanistan,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
24/01/2020,Afghanistan,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
25/01/2020,Afghanistan,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
26/01/2020,Afghanistan,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
27/01/2020,Afghanistan,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
28/01/2020,Afghanistan,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
29/01/2020,Afghanistan,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
30/01/2020,Afghanistan,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
31/01/2020,Afghanistan,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
01/02/2020,Afghanistan,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
02/02/2020,Afghanistan,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
03/02/2020,Afghanistan,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
04/02/2020,Afghanistan,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
05/02/2020,Afghanistan,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
06/02/2020,Afghanistan,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
07/02/2020,Afghanistan,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
08/02/2020,Afghanistan,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
09/02/2020,Afghanistan,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
10/02/2020,Afghanistan,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
11/02/2020,Afghanistan,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
12/02/2020,Afghanistan,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
13/02/2020,Afghanistan,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
14/02/2020,Afghanistan,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
15/02/2020,Afghanistan,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
16/02/2020,Afghanistan,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
17/02/2020,Afghanistan,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
18/02/2020,Afghanistan,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
19/02/2020,Afghanistan,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
20/02/2020,Afghanistan,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
21/02/2020,Afghanistan,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
22/02/2020,Afghanistan,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
23/02/2020,Afghanistan,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
24/02/2020,Afghanistan,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
25/02/2020,Afghanistan,1,0,1,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
26/02/2020,Afghanistan,0,0,1,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
27/02/2020,Afghanistan,0,0,1,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
28/02/2020,Afghanistan,0,0,1,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
29/02/2020,Afghanistan,0,0,1,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
01/03/2020,Afghanistan,0,0,1,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
02/03/2020,Afghanistan,0,0,1,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
08/03/2020,Afghanistan,3,0,4,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
11/03/2020,Afghanistan,3,0,7,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
15/03/2020,Afghanistan,3,0,10,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
16/03/2020,Afghanistan,6,0,16,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
17/03/2020,Afghanistan,5,0,21,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
18/03/2020,Afghanistan,1,0,22,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
19/03/2020,Afghanistan,0,0,22,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
20/03/2020,Afghanistan,0,0,22,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
21/03/2020,Afghanistan,2,0,24,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
22/03/2020,Afghanistan,0,0,24,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
23/03/2020,Afghanistan,10,0,34,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
24/03/2020,Afghanistan,6,1,40,1,https://ourworldindata.org/coronavirus-source-data,13/04/2020
25/03/2020,Afghanistan,2,0,42,1,https://ourworldindata.org/coronavirus-source-data,13/04/2020
26/03/2020,Afghanistan,33,0,75,1,https://ourworldindata.org/coronavirus-source-data,13/04/2020
27/03/2020,Afghanistan,0,0,75,1,https://ourworldindata.org/coronavirus-source-data,13/04/2020
28/03/2020,Afghanistan,16,1,91,2,https://ourworldindata.org/coronavirus-source-data,13/04/2020
29/03/2020,Afghanistan,15,1,106,3,https://ourworldindata.org/coronavirus-source-data,13/04/2020
30/03/2020,Afghanistan,8,1,114,4,https://ourworldindata.org/coronavirus-source-data,13/04/2020
31/03/2020,Afghanistan,27,0,141,4,https://ourworldindata.org/coronavirus-source-data,13/04/2020
01/04/2020,Afghanistan,25,0,166,4,https://ourworldindata.org/coronavirus-source-data,13/04/2020
02/04/2020,Afghanistan,26,0,192,4,https://ourworldindata.org/coronavirus-source-data,13/04/2020
03/04/2020,Afghanistan,43,0,235,4,https://ourworldindata.org/coronavirus-source-data,13/04/2020
04/04/2020,Afghanistan,0,0,235,4,https://ourworldindata.org/coronavirus-source-data,13/04/2020
05/04/2020,Afghanistan,35,1,270,5,https://ourworldindata.org/coronavirus-source-data,13/04/2020
06/04/2020,Afghanistan,29,2,299,7,https://ourworldindata.org/coronavirus-source-data,13/04/2020
07/04/2020,Afghanistan,38,0,337,7,https://ourworldindata.org/coronavirus-source-data,13/04/2020
08/04/2020,Afghanistan,30,4,367,11,https://ourworldindata.org/coronavirus-source-data,13/04/2020
09/04/2020,Afghanistan,56,3,423,14,https://ourworldindata.org/coronavirus-source-data,13/04/2020
10/04/2020,Afghanistan,61,1,484,15,https://ourworldindata.org/coronavirus-source-data,13/04/2020
11/04/2020,Afghanistan,37,0,521,15,https://ourworldindata.org/coronavirus-source-data,13/04/2020
12/04/2020,Afghanistan,34,3,555,18,https://ourworldindata.org/coronavirus-source-data,13/04/2020
13/04/2020,Afghanistan,52,0,607,18,https://ourworldindata.org/coronavirus-source-data,13/04/2020
09/03/2020,Albania,2,0,2,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
10/03/2020,Albania,4,0,6,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
11/03/2020,Albania,4,0,10,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
12/03/2020,Albania,1,1,11,1,https://ourworldindata.org/coronavirus-source-data,13/04/2020
13/03/2020,Albania,12,0,23,1,https://ourworldindata.org/coronavirus-source-data,13/04/2020
14/03/2020,Albania,10,0,33,1,https://ourworldindata.org/coronavirus-source-data,13/04/2020
15/03/2020,Albania,5,0,38,1,https://ourworldindata.org/coronavirus-source-data,13/04/2020
16/03/2020,Albania,4,0,42,1,https://ourworldindata.org/coronavirus-source-data,13/04/2020
17/03/2020,Albania,9,0,51,1,https://ourworldindata.org/coronavirus-source-data,13/04/2020
18/03/2020,Albania,4,0,55,1,https://ourworldindata.org/coronavirus-source-data,13/04/2020
19/03/2020,Albania,4,1,59,2,https://ourworldindata.org/coronavirus-source-data,13/04/2020
20/03/2020,Albania,11,0,70,2,https://ourworldindata.org/coronavirus-source-data,13/04/2020
21/03/2020,Albania,0,0,70,2,https://ourworldindata.org/coronavirus-source-data,13/04/2020
22/03/2020,Albania,6,0,76,2,https://ourworldindata.org/coronavirus-source-data,13/04/2020
23/03/2020,Albania,13,0,89,2,https://ourworldindata.org/coronavirus-source-data,13/04/2020
24/03/2020,Albania,11,2,100,4,https://ourworldindata.org/coronavirus-source-data,13/04/2020
25/03/2020,Albania,23,1,123,5,https://ourworldindata.org/coronavirus-source-data,13/04/2020
26/03/2020,Albania,23,0,146,5,https://ourworldindata.org/coronavirus-source-data,13/04/2020
27/03/2020,Albania,28,1,174,6,https://ourworldindata.org/coronavirus-source-data,13/04/2020
28/03/2020,Albania,12,3,186,9,https://ourworldindata.org/coronavirus-source-data,13/04/2020
29/03/2020,Albania,11,1,197,10,https://ourworldindata.org/coronavirus-source-data,13/04/2020
30/03/2020,Albania,15,0,212,10,https://ourworldindata.org/coronavirus-source-data,13/04/2020
31/03/2020,Albania,11,2,223,12,https://ourworldindata.org/coronavirus-source-data,13/04/2020
01/04/2020,Albania,20,3,243,15,https://ourworldindata.org/coronavirus-source-data,13/04/2020
02/04/2020,Albania,16,0,259,15,https://ourworldindata.org/coronavirus-source-data,13/04/2020
03/04/2020,Albania,18,1,277,16,https://ourworldindata.org/coronavirus-source-data,13/04/2020
04/04/2020,Albania,27,1,304,17,https://ourworldindata.org/coronavirus-source-data,13/04/2020
05/04/2020,Albania,29,2,333,19,https://ourworldindata.org/coronavirus-source-data,13/04/2020
06/04/2020,Albania,28,2,361,21,https://ourworldindata.org/coronavirus-source-data,13/04/2020
07/04/2020,Albania,16,1,377,22,https://ourworldindata.org/coronavirus-source-data,13/04/2020
08/04/2020,Albania,6,0,383,22,https://ourworldindata.org/coronavirus-source-data,13/04/2020
09/04/2020,Albania,17,0,400,22,https://ourworldindata.org/coronavirus-source-data,13/04/2020
10/04/2020,Albania,9,1,409,23,https://ourworldindata.org/coronavirus-source-data,13/04/2020
11/04/2020,Albania,7,0,416,23,https://ourworldindata.org/coronavirus-source-data,13/04/2020
12/04/2020,Albania,17,0,433,23,https://ourworldindata.org/coronavirus-source-data,13/04/2020
13/04/2020,Albania,13,0,446,23,https://ourworldindata.org/coronavirus-source-data,13/04/2020
31/12/2019,Algeria,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
01/01/2020,Algeria,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
02/01/2020,Algeria,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
03/01/2020,Algeria,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
04/01/2020,Algeria,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
05/01/2020,Algeria,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
06/01/2020,Algeria,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
07/01/2020,Algeria,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
08/01/2020,Algeria,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
09/01/2020,Algeria,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
10/01/2020,Algeria,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
11/01/2020,Algeria,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
12/01/2020,Algeria,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
13/01/2020,Algeria,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
14/01/2020,Algeria,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
15/01/2020,Algeria,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
16/01/2020,Algeria,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
17/01/2020,Algeria,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
18/01/2020,Algeria,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
19/01/2020,Algeria,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
20/01/2020,Algeria,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
21/01/2020,Algeria,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
22/01/2020,Algeria,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
23/01/2020,Algeria,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
24/01/2020,Algeria,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
25/01/2020,Algeria,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
26/01/2020,Algeria,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
27/01/2020,Algeria,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
28/01/2020,Algeria,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
29/01/2020,Algeria,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
30/01/2020,Algeria,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
31/01/2020,Algeria,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
01/02/2020,Algeria,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
02/02/2020,Algeria,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
03/02/2020,Algeria,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
04/02/2020,Algeria,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
05/02/2020,Algeria,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
06/02/2020,Algeria,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
07/02/2020,Algeria,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
08/02/2020,Algeria,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
09/02/2020,Algeria,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
10/02/2020,Algeria,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
11/02/2020,Algeria,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
12/02/2020,Algeria,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
13/02/2020,Algeria,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
14/02/2020,Algeria,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
15/02/2020,Algeria,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
16/02/2020,Algeria,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
17/02/2020,Algeria,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
18/02/2020,Algeria,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
19/02/2020,Algeria,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
20/02/2020,Algeria,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
21/02/2020,Algeria,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
22/02/2020,Algeria,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
23/02/2020,Algeria,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
24/02/2020,Algeria,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
25/02/2020,Algeria,0,0,0,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
26/02/2020,Algeria,1,0,1,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
27/02/2020,Algeria,0,0,1,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
28/02/2020,Algeria,0,0,1,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
29/02/2020,Algeria,0,0,1,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
01/03/2020,Algeria,0,0,1,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
02/03/2020,Algeria,2,0,3,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
04/03/2020,Algeria,2,0,5,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
05/03/2020,Algeria,7,0,12,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
06/03/2020,Algeria,5,0,17,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
09/03/2020,Algeria,3,0,20,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
12/03/2020,Algeria,0,0,20,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
13/03/2020,Algeria,4,1,24,1,https://ourworldindata.org/coronavirus-source-data,13/04/2020
14/03/2020,Algeria,2,1,26,2,https://ourworldindata.org/coronavirus-source-data,13/04/2020
15/03/2020,Algeria,11,0,37,2,https://ourworldindata.org/coronavirus-source-data,13/04/2020
16/03/2020,Algeria,11,2,48,4,https://ourworldindata.org/coronavirus-source-data,13/04/2020
17/03/2020,Algeria,12,0,60,4,https://ourworldindata.org/coronavirus-source-data,13/04/2020
18/03/2020,Algeria,0,1,60,5,https://ourworldindata.org/coronavirus-source-data,13/04/2020
19/03/2020,Algeria,13,1,73,6,https://ourworldindata.org/coronavirus-source-data,13/04/2020
20/03/2020,Algeria,9,1,82,7,https://ourworldindata.org/coronavirus-source-data,13/04/2020
21/03/2020,Algeria,12,3,94,10,https://ourworldindata.org/coronavirus-source-data,13/04/2020
22/03/2020,Algeria,0,0,94,10,https://ourworldindata.org/coronavirus-source-data,13/04/2020
23/03/2020,Algeria,8,5,102,15,https://ourworldindata.org/coronavirus-source-data,13/04/2020
24/03/2020,Algeria,87,2,189,17,https://ourworldindata.org/coronavirus-source-data,13/04/2020
25/03/2020,Algeria,42,0,231,17,https://ourworldindata.org/coronavirus-source-data,13/04/2020
26/03/2020,Algeria,33,0,264,17,https://ourworldindata.org/coronavirus-source-data,13/04/2020
27/03/2020,Algeria,41,4,305,21,https://ourworldindata.org/coronavirus-source-data,13/04/2020
28/03/2020,Algeria,0,0,305,21,https://ourworldindata.org/coronavirus-source-data,13/04/2020
29/03/2020,Algeria,104,5,409,26,https://ourworldindata.org/coronavirus-source-data,13/04/2020
30/03/2020,Algeria,45,3,454,29,https://ourworldindata.org/coronavirus-source-data,13/04/2020
31/03/2020,Algeria,57,2,511,31,https://ourworldindata.org/coronavirus-source-data,13/04/2020
01/04/2020,Algeria,73,4,584,35,https://ourworldindata.org/coronavirus-source-data,13/04/2020
02/04/2020,Algeria,263,23,847,58,https://ourworldindata.org/coronavirus-source-data,13/04/2020
03/04/2020,Algeria,0,0,847,58,https://ourworldindata.org/coronavirus-source-data,13/04/2020
04/04/2020,Algeria,139,25,986,83,https://ourworldindata.org/coronavirus-source-data,13/04/2020
05/04/2020,Algeria,314,47,1300,130,https://ourworldindata.org/coronavirus-source-data,13/04/2020
06/04/2020,Algeria,20,22,1320,152,https://ourworldindata.org/coronavirus-source-data,13/04/2020
07/04/2020,Algeria,103,21,1423,173,https://ourworldindata.org/coronavirus-source-data,13/04/2020
08/04/2020,Algeria,45,21,1468,194,https://ourworldindata.org/coronavirus-source-data,13/04/2020
09/04/2020,Algeria,104,11,1572,205,https://ourworldindata.org/coronavirus-source-data,13/04/2020
10/04/2020,Algeria,94,30,1666,235,https://ourworldindata.org/coronavirus-source-data,13/04/2020
11/04/2020,Algeria,95,21,1761,256,https://ourworldindata.org/coronavirus-source-data,13/04/2020
12/04/2020,Algeria,64,19,1825,275,https://ourworldindata.org/coronavirus-source-data,13/04/2020
13/04/2020,Algeria,89,18,1914,293,https://ourworldindata.org/coronavirus-source-data,13/04/2020
03/03/2020,Andorra,1,0,1,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
14/03/2020,Andorra,1,0,2,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
16/03/2020,Andorra,3,0,5,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
17/03/2020,Andorra,9,0,14,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
18/03/2020,Andorra,0,0,14,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
19/03/2020,Andorra,39,0,53,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
20/03/2020,Andorra,22,0,75,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
21/03/2020,Andorra,0,0,75,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
22/03/2020,Andorra,13,0,88,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
23/03/2020,Andorra,25,0,113,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
24/03/2020,Andorra,20,0,133,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
25/03/2020,Andorra,31,0,164,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
26/03/2020,Andorra,24,0,188,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
27/03/2020,Andorra,36,3,224,3,https://ourworldindata.org/coronavirus-source-data,13/04/2020
28/03/2020,Andorra,43,0,267,3,https://ourworldindata.org/coronavirus-source-data,13/04/2020
29/03/2020,Andorra,41,1,308,4,https://ourworldindata.org/coronavirus-source-data,13/04/2020
30/03/2020,Andorra,26,2,334,6,https://ourworldindata.org/coronavirus-source-data,13/04/2020
31/03/2020,Andorra,36,2,370,8,https://ourworldindata.org/coronavirus-source-data,13/04/2020
01/04/2020,Andorra,6,4,376,12,https://ourworldindata.org/coronavirus-source-data,13/04/2020
02/04/2020,Andorra,14,2,390,14,https://ourworldindata.org/coronavirus-source-data,13/04/2020
03/04/2020,Andorra,38,1,428,15,https://ourworldindata.org/coronavirus-source-data,13/04/2020
04/04/2020,Andorra,11,1,439,16,https://ourworldindata.org/coronavirus-source-data,13/04/2020
05/04/2020,Andorra,27,1,466,17,https://ourworldindata.org/coronavirus-source-data,13/04/2020
06/04/2020,Andorra,35,1,501,18,https://ourworldindata.org/coronavirus-source-data,13/04/2020
07/04/2020,Andorra,25,3,526,21,https://ourworldindata.org/coronavirus-source-data,13/04/2020
08/04/2020,Andorra,19,1,545,22,https://ourworldindata.org/coronavirus-source-data,13/04/2020
09/04/2020,Andorra,19,1,564,23,https://ourworldindata.org/coronavirus-source-data,13/04/2020
10/04/2020,Andorra,19,2,583,25,https://ourworldindata.org/coronavirus-source-data,13/04/2020
11/04/2020,Andorra,18,1,601,26,https://ourworldindata.org/coronavirus-source-data,13/04/2020
12/04/2020,Andorra,21,2,622,28,https://ourworldindata.org/coronavirus-source-data,13/04/2020
13/04/2020,Andorra,16,1,638,29,https://ourworldindata.org/coronavirus-source-data,13/04/2020
22/03/2020,Angola,2,0,2,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
23/03/2020,Angola,0,0,2,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
24/03/2020,Angola,0,0,2,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
25/03/2020,Angola,0,0,2,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
26/03/2020,Angola,0,0,2,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
27/03/2020,Angola,1,0,3,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
28/03/2020,Angola,1,0,4,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
29/03/2020,Angola,0,0,4,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
30/03/2020,Angola,3,2,7,2,https://ourworldindata.org/coronavirus-source-data,13/04/2020
31/03/2020,Angola,0,0,7,2,https://ourworldindata.org/coronavirus-source-data,13/04/2020
01/04/2020,Angola,0,0,7,2,https://ourworldindata.org/coronavirus-source-data,13/04/2020
02/04/2020,Angola,1,0,8,2,https://ourworldindata.org/coronavirus-source-data,13/04/2020
03/04/2020,Angola,0,0,8,2,https://ourworldindata.org/coronavirus-source-data,13/04/2020
04/04/2020,Angola,0,0,8,2,https://ourworldindata.org/coronavirus-source-data,13/04/2020
05/04/2020,Angola,2,0,10,2,https://ourworldindata.org/coronavirus-source-data,13/04/2020
06/04/2020,Angola,4,0,14,2,https://ourworldindata.org/coronavirus-source-data,13/04/2020
07/04/2020,Angola,2,0,16,2,https://ourworldindata.org/coronavirus-source-data,13/04/2020
08/04/2020,Angola,1,0,17,2,https://ourworldindata.org/coronavirus-source-data,13/04/2020
09/04/2020,Angola,2,0,19,2,https://ourworldindata.org/coronavirus-source-data,13/04/2020
10/04/2020,Angola,0,0,19,2,https://ourworldindata.org/coronavirus-source-data,13/04/2020
11/04/2020,Angola,0,0,19,2,https://ourworldindata.org/coronavirus-source-data,13/04/2020
12/04/2020,Angola,0,0,19,2,https://ourworldindata.org/coronavirus-source-data,13/04/2020
13/04/2020,Angola,0,0,19,2,https://ourworldindata.org/coronavirus-source-data,13/04/2020
27/03/2020,Anguilla,2,0,2,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
28/03/2020,Anguilla,0,0,2,0,https://ourworldindata.org/coronavirus-source-data,13/04/2020
