STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,City,Country,TEMP,TEMP_ATTRIBUTES,DEWP,DEWP_ATTRIBUTES,SLP,SLP_ATTRIBUTES,STP,STP_ATTRIBUTES,VISIB,VISIB_ATTRIBUTES,WDSP,WDSP_ATTRIBUTES,MXSPD,GUST,MAX,MAX_ATTRIBUTES,MIN,MIN_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNDP,FRSHTT
85245099999,01/01/2020,-17.811581,-63.171481,417.88,"EL TROMPILLO, BL",Santa Cruz Department,Bolivia,82.6,15,72.3,15,1008.3,5,961.2,5,8.1,15,8.1,15,19,34,91.4,*,71.6, ,0.34,G,999.9,0
85245099999,02/01/2020,-17.811581,-63.171481,417.88,"EL TROMPILLO, BL",Santa Cruz Department,Bolivia,85.3,15,71.6,15,1008.9,4,962,4,7.9,15,6.6,15,11.1,999.9,91.4,*,73, ,0,I,999.9,0
85245099999,03/01/2020,-17.811581,-63.171481,417.88,"EL TROMPILLO, BL",Santa Cruz Department,Bolivia,85.2,15,67.8,15,1010.9,4,963.9,4,7.9,15,9.1,15,15.9,999.9,91.4,*,75.6, ,0,I,999.9,0
85245099999,04/01/2020,-17.811581,-63.171481,417.88,"EL TROMPILLO, BL",Santa Cruz Department,Bolivia,86.7,15,68.2,15,1008.6,5,961.7,5,8.3,15,4.6,15,11.1,999.9,95,*,73.4, ,0,I,999.9,0
85245099999,05/01/2020,-17.811581,-63.171481,417.88,"EL TROMPILLO, BL",Santa Cruz Department,Bolivia,83,15,73,15,1004.8,5,957.8,5,7.4,15,12.9,15,20,29.9,89.6,*,73.4, ,0,I,999.9,0
85245099999,06/01/2020,-17.811581,-63.171481,417.88,"EL TROMPILLO, BL",Santa Cruz Department,Bolivia,80.6,15,72.8,15,1001.6,5,954.6,5,7.7,15,17.3,15,20,40,86,*,73.4, ,0.17,G,999.9,10000
85245099999,07/01/2020,-17.811581,-63.171481,417.88,"EL TROMPILLO, BL",Santa Cruz Department,Bolivia,72.8,15,71.2,15,1008.5,5,960.5,5,4.8,15,4.3,15,7,999.9,75.2,*,69.8,*,1.97,G,999.9,10010
85245099999,08/01/2020,-17.811581,-63.171481,417.88,"EL TROMPILLO, BL",Santa Cruz Department,Bolivia,75.6,15,70.4,15,1006.8,4,959.1,4,7.7,15,13.8,15,27.2,33,79.2,*,69.8, ,0.52,G,999.9,0
85245099999,09/01/2020,-17.811581,-63.171481,417.88,"EL TROMPILLO, BL",Santa Cruz Department,Bolivia,79.8,15,73.1,15,1006,5,958.6,5,7.5,15,18.5,15,22.9,41,86,*,74.3, ,0.17,G,999.9,10000
85245099999,10/01/2020,-17.811581,-63.171481,417.88,"EL TROMPILLO, BL",Santa Cruz Department,Bolivia,82.8,14,74.2,14,1007.4,5,960.2,5,8.4,14,16.6,14,25.3,48.6,87.8,*,74.8, ,0.07,G,999.9,0
85245099999,11/01/2020,-17.811581,-63.171481,417.88,"EL TROMPILLO, BL",Santa Cruz Department,Bolivia,77.1,13,73.2,12,1009,4,961.3,4,5.7,13,8.6,13,14,26,80.6,*,74.3,*,0,G,999.9,10010
85245099999,12/01/2020,-17.811581,-63.171481,417.88,"EL TROMPILLO, BL",Santa Cruz Department,Bolivia,84.5,15,74.1,15,1008.4,4,961.5,4,7.9,15,11.2,15,23.3,999.9,91.8,*,71.6, ,2.26,G,999.9,0
85245099999,13/01/2020,-17.811581,-63.171481,417.88,"EL TROMPILLO, BL",Santa Cruz Department,Bolivia,82.2,12,73.1,12,9999.9,0,999.9,0,6.4,12,12.2,12,15,27,86,*,75.4, ,0,G,999.9,0
85245099999,14/01/2020,-17.811581,-63.171481,417.88,"EL TROMPILLO, BL",Santa Cruz Department,Bolivia,82.6,14,73.5,14,1007.8,4,960.8,4,7.5,14,13.6,13,19,31.1,88.2,*,73.4, ,0.01,G,999.9,0
85245099999,15/01/2020,-17.811581,-63.171481,417.88,"EL TROMPILLO, BL",Santa Cruz Department,Bolivia,82.9,15,71.9,15,1006.9,5,959.7,5,8.2,15,16.4,15,22,36.9,89.6,*,74.8, ,0,G,999.9,0
85245099999,16/01/2020,-17.811581,-63.171481,417.88,"EL TROMPILLO, BL",Santa Cruz Department,Bolivia,85.6,15,71.9,15,1010.8,4,963.7,4,7.7,15,12.3,15,15,27,93.2,*,73.8, ,0,G,999.9,0
85245099999,17/01/2020,-17.811581,-63.171481,417.88,"EL TROMPILLO, BL",Santa Cruz Department,Bolivia,84.7,15,69.6,15,1013.6,5,966.3,5,8.3,15,10.3,15,15,24.1,90,*,74.5, ,0,I,999.9,0
85245099999,18/01/2020,-17.811581,-63.171481,417.88,"EL TROMPILLO, BL",Santa Cruz Department,Bolivia,83.7,15,71.9,15,1011,4,963.8,4,6,15,5.4,15,11.7,999.9,91.4,*,72.3, ,0,I,999.9,0
85245099999,19/01/2020,-17.811581,-63.171481,417.88,"EL TROMPILLO, BL",Santa Cruz Department,Bolivia,88.4,15,73.1,15,1009.3,5,962.5,5,8.3,15,9.4,15,12,21,95,*,77.5, ,0,I,999.9,0
85245099999,20/01/2020,-17.811581,-63.171481,417.88,"EL TROMPILLO, BL",Santa Cruz Department,Bolivia,86,15,74,15,1007.4,5,960.4,5,8.3,15,13.1,15,15.9,28,93.2,*,73, ,0,I,999.9,0
