STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,City,Country,TEMP,TEMP_ATTRIBUTES,DEWP,DEWP_ATTRIBUTES,SLP,SLP_ATTRIBUTES,STP,STP_ATTRIBUTES,VISIB,VISIB_ATTRIBUTES,WDSP,WDSP_ATTRIBUTES,MXSPD,GUST,MAX,MAX_ATTRIBUTES,MIN,MIN_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNDP,FRSHTT
87582099999,01/01/2020,-34.559175,-58.415606,5.48,"AEROPARQUE JORGE NEWBERY, AR",Buenos Aires,Argentina,73,24,65.1,24,1012.8,24,12.1,24,6.7,24,9.9,24,17.1,999.9,82.2, ,67.1, ,0,I,999.9,0
87582099999,02/01/2020,-34.559175,-58.415606,5.48,"AEROPARQUE JORGE NEWBERY, AR",Buenos Aires,Argentina,71.7,24,63,24,1017.6,22,16.9,22,5.8,24,11.4,24,18.1,999.9,78.4, ,65.8, ,0.12,A,999.9,10000
87582099999,03/01/2020,-34.559175,-58.415606,5.48,"AEROPARQUE JORGE NEWBERY, AR",Buenos Aires,Argentina,73.5,24,65,24,1020.1,24,19.4,24,6.2,24,12.8,24,19,999.9,78.8,*,67.5, ,0,I,999.9,0
87582099999,04/01/2020,-34.559175,-58.415606,5.48,"AEROPARQUE JORGE NEWBERY, AR",Buenos Aires,Argentina,75.5,24,62,24,1015.1,23,14.4,23,6.2,24,9.1,24,15,999.9,80.6,*,70.3, ,0,I,999.9,0
87582099999,05/01/2020,-34.559175,-58.415606,5.48,"AEROPARQUE JORGE NEWBERY, AR",Buenos Aires,Argentina,77.4,24,62.8,24,1006,23,5.3,23,6.2,24,6.5,24,13,999.9,82.4,*,71.6,*,0,I,999.9,0
87582099999,06/01/2020,-34.559175,-58.415606,5.48,"AEROPARQUE JORGE NEWBERY, AR",Buenos Aires,Argentina,74.4,24,54.7,24,1003.2,21,2.5,21,6.2,24,9,24,15.9,32.1,83.5, ,65.8, ,99.99, ,999.9,10000
87582099999,07/01/2020,-34.559175,-58.415606,5.48,"AEROPARQUE JORGE NEWBERY, AR",Buenos Aires,Argentina,74.9,24,49.4,24,1008.4,24,7.7,24,6.2,24,6.8,24,13,22,86,*,64, ,0,I,999.9,0
87582099999,08/01/2020,-34.559175,-58.415606,5.48,"AEROPARQUE JORGE NEWBERY, AR",Buenos Aires,Argentina,77.6,24,57.9,24,1007.3,24,6.6,24,6.2,24,8.7,24,11.1,999.9,86.9, ,68.5, ,0,I,999.9,0
87582099999,09/01/2020,-34.559175,-58.415606,5.48,"AEROPARQUE JORGE NEWBERY, AR",Buenos Aires,Argentina,79.4,24,65,24,1006.8,24,6.1,24,6.2,24,8.5,24,15.9,999.9,86.7, ,73, ,0,I,999.9,0
87582099999,10/01/2020,-34.559175,-58.415606,5.48,"AEROPARQUE JORGE NEWBERY, AR",Buenos Aires,Argentina,76.9,24,66.8,24,1010.1,24,9.3,24,6.2,24,9.2,24,13,999.9,85.1, ,71.6,*,0,I,999.9,0
87582099999,11/01/2020,-34.559175,-58.415606,5.48,"AEROPARQUE JORGE NEWBERY, AR",Buenos Aires,Argentina,77.1,21,64.2,21,1011.5,19,10.8,19,6.2,21,5,21,8,999.9,84.2,*,65.5, ,0,I,999.9,0
87582099999,12/01/2020,-34.559175,-58.415606,5.48,"AEROPARQUE JORGE NEWBERY, AR",Buenos Aires,Argentina,78.1,24,63.4,24,1015,24,14.3,24,6.2,24,10.8,24,22.9,999.9,85.3, ,70.3, ,99.99, ,999.9,10000
87582099999,13/01/2020,-34.559175,-58.415606,5.48,"AEROPARQUE JORGE NEWBERY, AR",Buenos Aires,Argentina,74.8,22,57.7,22,1016.5,22,15.8,22,6.2,22,15.8,22,22.9,28.9,82.2, ,68.5, ,0,I,999.9,0
87582099999,14/01/2020,-34.559175,-58.415606,5.48,"AEROPARQUE JORGE NEWBERY, AR",Buenos Aires,Argentina,76.3,24,68.8,24,1008.7,20,7.9,20,5.9,24,8.7,24,15.9,999.9,82.6, ,69.8,*,0.51,A,999.9,10010
