STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,City,Country,TEMP,TEMP_ATTRIBUTES,DEWP,DEWP_ATTRIBUTES,SLP,SLP_ATTRIBUTES,STP,STP_ATTRIBUTES,VISIB,VISIB_ATTRIBUTES,WDSP,WDSP_ATTRIBUTES,MXSPD,GUST,MAX,MAX_ATTRIBUTES,MIN,MIN_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNDP,FRSHTT
94610099999,01/01/2020,-31.940278,115.966944,20.42,"PERTH INTERNATIONAL, AS",Western Australia,Australia,74.3,24,55.7,24,9999.9,0,999.9,0,6.2,24,12.6,24,18.1,999.9,89.4, ,59.5, ,0,G,999.9,0
94610099999,02/01/2020,-31.940278,115.966944,20.42,"PERTH INTERNATIONAL, AS",Western Australia,Australia,67.7,24,53,24,9999.9,0,999.9,0,6.2,24,14.2,24,21,27,76.8, ,56.5,*,0,G,999.9,10000
94610099999,03/01/2020,-31.940278,115.966944,20.42,"PERTH INTERNATIONAL, AS",Western Australia,Australia,63.9,24,41.1,24,9999.9,0,999.9,0,6.2,24,13.6,24,21,28.9,73.8, ,54.9,*,0.02,G,999.9,10000
94610099999,04/01/2020,-31.940278,115.966944,20.42,"PERTH INTERNATIONAL, AS",Western Australia,Australia,67.9,24,41,24,9999.9,0,999.9,0,6.2,24,11.2,24,20,24.1,81.3, ,53.6,*,0,G,999.9,0
94610099999,05/01/2020,-31.940278,115.966944,20.42,"PERTH INTERNATIONAL, AS",Western Australia,Australia,77.6,24,45.4,24,9999.9,0,999.9,0,6.2,24,9.3,24,17.1,999.9,95.5, ,52.9, ,0,G,999.9,0
94610099999,06/01/2020,-31.940278,115.966944,20.42,"PERTH INTERNATIONAL, AS",Western Australia,Australia,77.4,24,49.7,24,9999.9,0,999.9,0,6.2,24,8.3,24,15.9,999.9,94.6, ,55.8, ,0,C,999.9,0
94610099999,07/01/2020,-31.940278,115.966944,20.42,"PERTH INTERNATIONAL, AS",Western Australia,Australia,76,24,53.6,24,9999.9,0,999.9,0,6.2,24,9.4,24,15,999.9,91, ,59.2, ,0,G,999.9,0
94610099999,08/01/2020,-31.940278,115.966944,20.42,"PERTH INTERNATIONAL, AS",Western Australia,Australia,73.8,24,55.2,24,9999.9,0,999.9,0,6.2,24,15.9,24,20,28,86.7, ,62.6,*,0,G,999.9,0
94610099999,09/01/2020,-31.940278,115.966944,20.42,"PERTH INTERNATIONAL, AS",Western Australia,Australia,72.2,24,49.3,24,9999.9,0,999.9,0,6,24,16.3,24,22.9,32.1,83.7, ,60.8,*,0,G,999.9,0
94610099999,10/01/2020,-31.940278,115.966944,20.42,"PERTH INTERNATIONAL, AS",Western Australia,Australia,76.8,24,41.4,24,9999.9,0,999.9,0,6.2,24,15.8,24,25.1,39,90.7, ,60.4, ,0,G,999.9,0
94610099999,11/01/2020,-31.940278,115.966944,20.42,"PERTH INTERNATIONAL, AS",Western Australia,Australia,78.8,22,45.9,22,9999.9,0,999.9,0,6.7,21,9.4,22,22,28.9,96.8,*,61.9,*,0,G,999.9,0
